N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{2616 106668 90 90 90 89 89 90 90 90 89 89 90 90 90 90 90 89 89 90 90 90 89 89 90 90 1.82 -0.68 -0.47 0.71 0.60 -1.32 29.38 54.56 1.07 -5.34 30.80 }
{2620 106822 90 90 90 89 89 90 90 90 89 89 90 90 90 90 90 89 89 90 90 90 89 89 90 90 1.91 -0.54 -0.44 0.67 0.60 -1.45 29.38 53.92 1.05 -5.33 30.89 }
{2624 106980 90 90 90 90 89 90 89 89 90 89 89 89 90 90 90 90 89 90 89 89 90 89 89 89 1.84 -0.50 -0.79 0.77 0.59 -1.44 29.33 53.83 1.06 -5.34 30.94 }
{2628 107134 90 90 90 90 89 90 89 89 90 89 89 89 90 90 90 90 89 90 89 89 90 89 89 89 1.90 -0.74 -0.63 0.79 0.56 -1.44 29.38 54.37 1.05 -5.35 31.05 }
{2632 107290 90 90 90 90 89 90 89 89 90 89 89 89 90 90 90 90 89 90 89 89 90 89 89 89 1.82 -0.48 -0.29 0.70 0.62 -1.37 29.28 54.01 1.06 -5.34 31.15 }
{2636 107448 89 90 90 90 89 89 89 89 89 89 89 89 89 90 90 90 89 89 89 89 89 89 89 89 1.78 -0.62 -0.73 0.78 0.60 -1.31 29.28 54.70 1.04 -5.33 31.23 }
{2640 107602 89 90 90 90 89 89 89 89 89 89 89 89 89 90 90 90 89 89 89 89 89 89 89 89 2.29 -0.67 -0.30 0.76 0.67 -1.37 29.38 53.92 1.04 -5.33 31.29 }
{2644 107758 89 90 90 90 89 89 89 89 89 89 89 89 89 90 90 90 89 89 89 89 89 89 89 89 1.79 -0.65 -0.90 0.69 0.57 -1.32 29.33 54.36 1.06 -5.33 31.43 }
{2648 107916 89 90 89 89 89 89 89 90 90 89 90 90 89 90 89 89 89 89 89 90 90 89 90 90 1.94 -0.77 -0.41 0.83 0.60 -1.37 29.33 53.85 1.07 -5.33 31.56 }
{2652 108070 89 90 89 89 89 89 89 90 90 89 90 90 89 90 89 89 89 89 89 90 90 89 90 90 1.79 -0.53 -0.66 0.72 0.62 -1.42 29.33 54.50 1.07 -5.32 31.63 }
{2656 108226 89 90 89 89 89 89 89 90 90 89 90 90 89 90 89 89 89 89 89 90 90 89 90 90 1.68 -0.71 -0.98 0.76 0.63 -1.42 29.33 54.18 1.08 -5.31 31.72 }
{2660 108384 89 89 89 90 89 90 89 89 89 90 89 89 89 89 89 90 89 90 89 89 89 90 89 89 1.88 -0.53 -0.53 0.75 0.60 -1.41 29.28 53.87 1.06 -5.33 31.84 }
{2664 108538 89 89 89 90 89 90 89 89 89 90 89 89 89 89 89 90 89 90 89 89 89 90 89 89 2.16 -0.61 -0.17 0.85 0.66 -1.27 29.33 53.90 1.10 -5.33 31.99 }
{2668 108696 90 90 90 89 89 89 89 90 89 90 89 89 90 90 90 89 89 89 89 90 89 90 89 89 1.67 -0.67 -0.41 0.77 0.65 -1.30 29.42 54.36 1.09 -5.34 31.99 }
{2672 108850 90 90 90 89 89 89 89 90 89 90 89 89 90 90 90 89 89 89 89 90 89 90 89 89 1.81 -0.45 -0.64 0.72 0.61 -1.39 29.33 54.05 1.09 -5.34 32.06 }
{2676 109006 90 90 90 89 89 89 89 90 89 90 89 89 90 90 90 89 89 89 89 90 89 90 89 89 2.05 -0.51 -0.23 0.80 0.54 -1.40 29.38 53.92 1.12 -5.33 32.21 }
{2680 109164 89 89 89 90 89 89 89 90 90 90 90 90 89 89 89 90 89 89 89 90 90 90 90 90 1.90 -0.47 -0.14 0.73 0.65 -1.34 29.33 53.87 1.12 -5.33 32.30 }
{2684 109320 90 90 90 90 90 89 90 89 89 90 90 89 90 90 90 90 90 89 90 89 89 90 90 89 1.87 -0.50 -0.63 0.75 0.62 -1.33 29.33 53.40 1.09 -5.32 32.34 }
{2688 109475 90 90 90 90 89 90 89 89 90 90 89 90 90 89 90 89 89 90 89 89 90 90 89 90 1.90 -0.59 -0.93 0.76 0.56 -1.30 29.38 54.37 1.12 -5.32 32.43 }
{2692 109630 90 89 90 89 89 90 89 89 90 90 89 90 90 89 90 89 89 90 89 89 90 90 89 90 1.99 -0.74 -0.26 0.70 0.61 -1.32 29.28 55.04 1.11 -5.32 32.56 }
{2696 109786 90 89 90 89 89 90 89 89 90 90 89 90 90 89 90 89 89 90 89 89 90 90 89 90 1.78 -0.51 -0.18 0.72 0.60 -1.38 29.33 53.87 1.09 -5.33 32.64 }
{2700 109943 90 89 90 89 89 90 89 90 90 90 90 89 90 89 90 89 89 90 89 90 90 90 90 89 1.81 -0.48 -0.53 0.71 0.66 -1.42 29.28 54.32 1.08 -5.34 32.71 }
{2704 110098 90 89 90 89 89 90 89 90 90 90 90 89 90 89 90 89 89 90 89 90 90 90 90 89 2.05 -0.74 -0.76 0.71 0.60 -1.36 29.38 54.36 1.06 -5.36 32.81 }
{2708 110254 90 89 90 89 89 90 89 90 90 90 90 89 90 89 90 90 90 89 90 90 89 89 89 90 1.78 -0.79 -0.15 0.75 0.60 -1.39 29.24 53.85 1.03 -5.33 32.92 }
{2712 110411 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 89 90 1.42 -0.96 -1.68 0.68 0.50 -1.31 29.28 54.50 1.05 -5.37 33.01 }
{2716 110566 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 89 90 1.82 -0.61 -0.93 0.82 0.65 -1.40 29.28 54.37 1.05 -5.36 33.09 }
{2720 110722 89 89 89 89 89 90 90 89 90 89 89 90 89 89 89 89 89 90 90 89 90 89 89 90 1.96 -0.93 -0.43 0.74 0.58 -1.23 29.24 54.36 1.04 -5.34 33.20 }
{2724 110878 89 89 89 89 89 90 90 89 90 89 89 90 89 90 89 89 90 89 90 89 89 89 89 89 1.84 -0.59 -0.30 0.74 0.54 -1.37 29.38 53.90 1.03 -5.36 33.33 }
{2728 111034 89 90 89 89 90 89 90 89 89 89 89 89 89 90 89 89 90 89 90 89 89 89 89 89 1.96 -0.73 -0.35 0.71 0.60 -1.32 29.33 53.92 1.04 -5.35 33.37 }
{2732 111192 89 90 90 89 89 90 89 89 89 89 90 89 89 90 90 89 89 90 89 89 89 89 90 89 1.91 -0.59 -0.84 0.82 0.60 -1.37 29.33 54.07 1.03 -5.33 33.45 }
{2736 111347 90 89 90 89 89 89 90 90 90 90 89 89 90 89 90 89 89 89 90 90 90 90 89 89 1.74 -0.56 -0.52 0.79 0.57 -1.41 29.28 54.01 1.04 -5.32 33.55 }
{2740 111502 90 89 90 89 89 89 90 90 90 90 89 89 90 89 90 89 89 89 90 90 90 90 89 89 1.84 -0.57 -0.37 0.72 0.62 -1.41 29.33 53.87 1.03 -5.32 33.69 }
{2744 111660 89 90 89 89 90 90 90 89 89 89 89 89 89 90 89 89 90 90 90 89 89 89 89 89 1.96 -0.61 -0.34 0.71 0.64 -1.35 29.33 53.42 1.03 -5.30 33.75 }
{2748 111814 89 90 89 89 90 90 90 89 89 89 89 89 89 90 89 89 90 90 90 89 89 89 89 89 1.82 -0.51 -0.98 0.77 0.56 -1.40 29.38 52.89 1.04 -5.29 33.83 }
{2752 111970 89 90 89 89 90 90 90 89 89 89 89 89 89 90 89 89 90 90 90 89 89 89 89 89 1.78 -0.79 -0.30 0.67 0.58 -1.38 29.38 54.18 1.05 -5.30 33.95 }
{2756 112128 89 90 89 90 89 90 89 89 90 89 90 89 89 90 89 90 89 90 89 89 90 89 90 89 1.90 -0.53 -0.38 0.69 0.59 -1.27 29.33 54.52 1.04 -5.29 34.07 }
{2760 112282 89 90 89 90 89 90 89 89 90 89 90 89 89 90 89 90 89 90 89 89 90 89 90 89 1.94 -0.62 -0.52 0.73 0.59 -1.40 29.42 54.36 1.04 -5.29 34.13 }
{2764 112438 89 90 89 90 89 90 89 89 90 89 90 89 89 90 89 90 89 90 89 89 90 89 90 89 1.82 -0.31 -0.66 0.74 0.59 -1.39 29.38 54.36 1.03 -5.28 34.22 }
{2768 112595 89 89 90 90 89 89 90 89 90 90 89 90 89 89 90 90 89 89 90 89 90 90 89 90 1.71 -0.57 -0.35 0.77 0.62 -1.34 29.38 54.16 1.02 -5.30 34.37 }
{2772 112750 89 89 90 90 89 89 90 89 90 90 89 90 89 89 90 90 89 89 90 89 90 90 89 90 1.87 -0.50 -0.35 0.77 0.58 -1.31 29.33 54.68 1.05 -5.29 34.44 }
{2776 112908 90 90 89 90 90 90 89 90 89 89 89 90 90 90 89 90 90 90 89 90 89 89 89 90 1.78 -0.70 -0.84 0.75 0.57 -1.37 29.38 53.49 1.03 -5.26 34.50 }
{2780 113063 89 90 90 90 89 90 90 90 89 89 89 89 89 90 90 90 89 90 90 90 89 89 89 89 1.81 -0.51 -0.85 0.82 0.56 -1.36 29.33 53.90 1.03 -5.29 34.60 }
{2784 113219 89 90 90 90 90 90 89 89 90 89 89 89 89 90 90 90 90 90 89 89 90 89 89 89 1.88 -0.62 -0.47 0.71 0.62 -1.36 29.33 53.85 1.03 -5.30 34.72 }
{2788 113376 89 90 90 90 90 89 90 90 90 90 89 90 89 90 89 89 90 89 90 90 89 89 89 89 1.87 -0.56 -0.32 0.76 0.60 -1.40 29.33 53.90 1.02 -5.31 34.81 }
{2792 113530 89 90 89 89 90 89 90 90 89 89 89 89 89 90 89 89 90 89 90 90 89 89 89 89 1.85 -0.59 -0.72 0.75 0.57 -1.35 29.33 54.79 1.03 -5.33 34.88 }
{2796 113686 89 90 89 89 90 89 90 90 89 89 89 89 89 90 89 89 90 89 90 90 89 89 89 89 1.85 -0.74 -0.87 0.73 0.62 -1.43 29.38 53.87 1.03 -5.35 34.99 }
{2800 113844 90 90 90 90 89 89 89 89 90 90 90 90 90 90 90 90 89 89 89 89 90 90 90 90 1.82 -0.48 -0.50 0.71 0.61 -1.40 29.24 54.36 1.04 -5.33 35.11 }
{2804 113998 90 90 90 90 89 89 89 89 90 90 90 90 90 90 90 90 89 89 89 89 90 90 90 90 1.76 -0.67 -0.69 0.77 0.54 -1.40 29.38 54.36 1.05 -5.33 35.18 }
{2808 114156 89 90 90 89 90 90 90 89 89 90 90 90 89 90 90 89 90 90 90 89 89 90 90 90 2.03 -0.53 -0.90 0.76 0.54 -1.37 29.28 53.92 1.05 -5.31 35.25 }
{2812 114310 89 90 90 89 90 90 90 89 89 90 90 90 89 90 90 89 90 90 90 89 89 90 90 90 1.90 -0.64 -0.69 0.78 0.56 -1.49 29.28 55.04 1.04 -5.31 35.36 }
{2816 114466 89 90 90 89 90 90 90 89 89 90 90 90 89 90 90 89 90 90 90 89 89 90 90 90 1.93 -0.71 -0.24 0.70 0.60 -1.39 29.28 54.37 1.04 -5.31 35.47 }
{2820 114622 89 90 90 89 90 90 90 89 89 90 90 90 89 90 90 89 90 90 90 89 89 90 90 90 1.73 -0.71 -0.63 0.71 0.60 -1.39 29.24 53.90 1.06 -5.31 35.54 }
{2824 114780 90 90 90 90 89 90 90 90 89 90 89 89 90 90 90 90 89 90 90 90 89 90 89 89 1.99 -0.59 -0.84 0.78 0.59 -1.41 29.33 54.36 1.06 -5.29 35.60 }
{2828 114935 90 90 90 89 89 89 89 90 90 89 90 90 90 90 90 89 89 89 89 90 90 89 90 90 1.82 -0.71 -0.73 0.77 0.59 -1.36 29.38 54.36 1.07 -5.29 35.74 }
{2832 115090 90 90 90 89 89 89 89 90 90 89 90 90 90 90 90 89 89 89 89 90 90 89 90 90 1.96 -0.57 -0.26 0.79 0.63 -1.32 29.24 55.06 1.09 -5.30 35.86 }
{2836 115246 90 90 90 89 89 89 89 90 90 89 90 90 90 90 90 89 89 89 89 90 90 89 90 90 1.74 -0.65 -0.56 0.75 0.63 -1.30 29.24 54.36 1.08 -5.31 35.90 }
{2840 115402 90 90 90 89 89 89 89 90 90 89 90 90 89 89 89 89 89 90 90 89 90 89 89 89 1.97 -0.56 -0.90 0.69 0.63 -1.29 29.42 53.42 1.11 -5.31 35.97 }
{2844 115558 89 89 89 89 89 90 90 89 90 89 89 89 89 89 89 89 89 90 90 89 90 89 89 89 1.84 -0.74 -0.41 0.80 0.60 -1.42 29.33 53.87 1.09 -5.30 36.10 }
{2848 115714 89 89 89 89 89 90 90 89 90 89 89 89 89 89 89 89 89 90 90 89 90 89 89 89 1.85 -0.70 -0.37 0.68 0.63 -1.28 29.33 53.87 1.07 -5.28 36.18 }
{2852 115871 90 90 90 90 90 89 89 89 90 90 89 89 90 90 90 90 90 89 89 89 90 90 89 89 1.76 -0.50 -0.75 0.75 0.54 -1.36 29.24 55.04 1.07 -5.28 36.21 }
{2856 116026 90 90 90 90 90 89 89 89 90 90 89 89 90 90 90 90 90 89 89 89 90 90 89 89 1.79 -0.70 -0.70 0.69 0.65 -1.35 29.28 54.37 1.06 -5.29 36.30 }
{2860 116182 90 90 90 90 90 89 89 89 90 90 89 89 90 90 90 90 90 89 89 89 90 90 89 89 1.84 -0.59 -0.46 0.73 0.59 -1.34 29.24 53.85 1.06 -5.26 36.44 }
{2864 116339 90 90 90 89 89 90 90 90 89 90 90 89 90 90 90 89 89 90 90 90 89 90 90 89 1.82 -0.79 -0.44 0.72 0.66 -1.35 29.28 53.90 1.06 -5.26 36.53 }
{2868 116494 90 90 90 89 89 90 90 90 89 90 90 89 90 90 90 89 89 90 90 90 89 90 90 89 1.84 -0.76 -0.44 0.76 0.55 -1.48 29.38 53.47 1.06 -5.26 36.60 }
{2872 116649 90 90 90 89 89 90 90 90 89 90 90 89 90 90 90 89 89 90 90 90 89 90 90 89 1.90 -0.68 -0.53 0.78 0.58 -1.46 29.33 54.07 1.06 -5.28 36.70 }
{2876 116807 90 89 90 90 89 89 89 90 89 90 89 90 90 89 90 90 89 89 89 90 89 90 89 90 1.90 -0.61 -0.37 0.76 0.56 -1.45 29.38 53.90 1.06 -5.29 36.84 }
{2880 116962 90 89 90 90 89 89 89 90 89 90 89 90 90 89 90 90 89 89 89 90 89 90 89 90 2.00 -0.54 -0.41 0.75 0.60 -1.47 29.38 53.90 1.07 -5.32 36.90 }
{2884 117120 90 89 89 90 90 90 89 89 89 89 89 89 90 89 89 90 90 90 89 89 89 89 89 89 1.85 -0.67 -0.84 0.66 0.65 -1.28 29.28 54.37 1.06 -5.32 36.96 }
{2888 117274 90 89 89 90 90 90 89 89 89 89 89 89 90 89 89 90 90 90 89 89 89 89 89 89 2.03 -0.56 -0.73 0.74 0.53 -1.38 29.33 54.05 1.04 -5.31 37.07 }
{2892 117432 89 89 90 89 90 89 90 90 89 89 90 89 89 89 90 89 90 89 90 90 89 89 90 89 1.71 -0.64 -0.50 0.65 0.56 -1.32 29.28 53.70 1.03 -5.32 37.21 }
{2896 117586 89 89 90 89 90 89 90 90 89 89 90 89 89 89 89 89 90 89 89 90 90 89 90 89 1.78 -0.53 -0.73 0.78 0.64 -1.30 29.28 53.90 1.04 -5.31 37.27 }
{2900 117742 89 89 89 89 90 89 89 90 90 89 90 89 89 89 89 89 90 89 89 90 90 89 90 89 1.91 -0.70 -0.81 0.71 0.62 -1.40 29.33 54.36 1.04 -5.29 37.34 }
{2904 117898 89 89 89 89 90 89 89 90 90 89 90 89 89 89 89 89 90 89 89 90 90 89 90 89 1.88 -0.48 -0.72 0.76 0.65 -1.37 29.38 53.87 1.05 -5.30 37.44 }
{2908 118057 90 89 89 89 90 90 90 89 90 89 89 90 90 89 89 89 90 90 90 89 90 89 89 90 1.97 -0.97 -0.23 0.67 0.65 -1.26 29.24 54.37 1.05 -5.31 37.56 }
{2912 118210 90 89 89 89 90 90 90 89 90 89 89 90 90 89 89 89 90 90 90 89 90 89 89 90 1.93 -0.62 -0.52 0.69 0.61 -1.40 29.38 54.54 1.05 -5.32 37.64 }
{2916 118366 90 89 89 89 90 90 90 89 90 89 89 90 90 89 89 89 90 90 90 89 90 89 89 90 1.88 -0.67 -0.69 0.76 0.57 -1.38 29.33 53.87 1.06 -5.30 37.67 }
{2920 118523 89 89 90 89 89 89 90 89 89 90 90 90 89 89 90 89 89 89 90 89 89 90 90 90 1.78 -0.62 -0.64 0.77 0.57 -1.39 29.38 53.83 1.05 -5.30 37.78 }
{2924 118679 90 89 90 90 90 89 89 89 90 90 90 90 90 89 90 90 90 89 89 89 90 90 90 90 1.85 -0.51 -0.35 0.80 0.58 -1.40 29.38 54.37 1.06 -5.35 37.91 }
{2928 118834 90 89 90 90 90 89 89 89 90 90 90 90 90 89 90 90 90 89 89 89 90 90 90 90 1.97 -0.62 -0.76 0.71 0.58 -1.42 29.28 54.07 1.08 -5.35 37.96 }
{2932 118991 90 89 90 89 90 90 90 90 89 89 89 90 90 89 90 89 90 90 90 90 89 89 89 90 1.94 -0.57 -0.90 0.74 0.64 -1.41 29.24 55.04 1.08 -5.36 38.03 }
{2936 119147 89 90 90 89 89 90 90 90 89 90 90 90 89 90 90 89 89 90 90 90 89 90 90 90 1.88 -0.65 -0.59 0.76 0.64 -1.41 29.38 53.92 1.10 -5.37 38.16 }
{2940 119302 89 90 90 89 89 90 90 90 89 90 90 90 89 90 90 89 89 90 90 90 89 90 90 90 1.84 -0.53 -0.26 0.75 0.59 -1.31 29.28 54.37 1.07 -5.36 38.28 }
{2944 119458 89 90 90 89 89 90 90 90 89 90 90 90 89 90 90 89 89 90 90 90 89 90 90 90 1.82 -0.67 -0.72 0.79 0.56 -1.39 29.28 53.70 1.07 -5.37 38.32 }
{2948 119614 89 90 90 89 89 90 90 90 89 90 90 90 90 89 90 89 89 89 90 89 89 90 89 90 1.85 -0.61 -0.92 0.71 0.56 -1.36 29.28 53.56 1.07 -5.37 38.39 }
{2952 119772 90 90 89 90 90 90 89 89 90 90 89 90 90 90 89 90 90 90 89 89 90 90 89 90 1.78 -0.70 -0.40 0.77 0.61 -1.41 29.33 55.04 1.07 -5.36 38.53 }
{2956 119927 90 89 89 90 89 89 90 90 90 89 89 89 90 89 89 90 89 89 90 90 90 89 89 89 1.73 -0.61 0.12 0.74 0.55 -1.33 29.42 54.37 1.06 -5.36 38.61 }
{2960 120082 90 89 90 89 89 89 90 89 90 89 89 90 90 89 90 89 89 89 90 89 90 89 89 90 2.31 -0.36 -0.81 0.81 0.54 -1.49 29.24 53.92 1.08 -5.35 38.69 }
{2964 120239 90 90 90 90 90 90 89 90 90 90 89 90 90 90 90 90 90 90 89 90 90 90 89 90 1.79 -0.91 -0.85 0.72 0.69 -1.24 29.42 54.37 1.06 -5.35 38.78 }
{2968 120394 89 89 90 89 89 89 90 89 90 90 90 89 89 89 90 89 89 89 90 89 90 90 90 89 1.76 -0.65 -0.44 0.71 0.56 -1.38 29.38 54.05 1.06 -5.33 38.87 }
{2972 120549 89 89 90 89 89 89 90 89 90 90 90 89 89 89 90 89 89 89 90 89 90 90 90 89 1.85 -0.73 -0.34 0.74 0.62 -1.26 29.38 54.37 1.04 -5.31 38.94 }
{2976 120707 89 89 90 90 90 89 89 90 89 89 90 90 89 89 90 90 90 89 89 90 89 89 90 90 1.74 -0.56 -0.76 0.78 0.57 -1.34 29.38 54.37 1.04 -5.31 39.00 }
{2980 120861 89 89 90 90 90 89 89 90 89 89 90 90 89 89 90 90 90 89 89 90 89 89 90 90 1.84 -0.62 -0.56 0.78 0.59 -1.37 29.28 54.37 1.02 -5.34 39.11 }
{2984 121017 89 89 90 90 90 89 89 90 89 89 90 90 89 89 90 90 90 89 89 90 89 89 90 90 1.85 -0.62 -0.46 0.82 0.64 -1.47 29.28 54.21 1.01 -5.35 39.22 }
{2988 121175 89 90 89 90 90 89 89 89 89 89 89 89 89 90 89 90 90 89 89 89 89 89 89 89 2.16 -0.38 0.43 0.82 0.65 -1.40 29.19 54.52 1.00 -5.34 39.31 }
{2992 121328 89 90 89 90 90 89 89 89 89 89 89 89 89 90 89 90 90 89 89 89 89 89 89 89 1.88 -0.62 -0.98 0.64 0.57 -1.30 29.33 53.43 1.02 -5.35 39.35 }
{2996 121486 90 89 89 90 89 89 90 89 89 90 89 90 90 89 89 90 89 89 90 89 89 90 89 90 1.94 -0.96 -0.67 0.71 0.60 -1.34 29.33 54.36 1.02 -5.33 39.46 }
{3000 121639 90 89 89 90 89 89 90 89 89 90 89 90 90 89 89 90 89 89 90 89 89 90 89 90 1.97 -0.70 -0.20 0.70 0.60 -1.38 29.38 53.87 1.02 -5.36 39.56 }
{3004 121797 90 89 90 89 89 89 89 89 89 90 89 90 90 89 90 89 89 89 89 89 89 90 89 90 1.99 -0.56 -0.43 0.78 0.61 -1.34 29.24 54.36 1.03 -5.36 39.64 }
{3008 121952 90 89 90 89 89 89 89 89 89 90 89 90 90 89 90 89 89 89 89 89 89 90 89 90 1.91 -0.59 -0.84 0.71 0.59 -1.36 29.47 54.41 1.03 -5.38 39.70 }
{3012 122107 90 89 90 89 89 89 89 89 89 90 89 90 90 89 90 89 89 89 89 89 89 90 89 90 1.81 -0.74 -0.70 0.72 0.58 -1.29 29.33 53.42 1.02 -5.39 39.80 }
{3016 122265 89 90 90 90 90 89 90 89 89 89 90 89 89 90 90 90 90 89 90 89 89 89 90 89 1.73 -0.85 -0.41 0.71 0.57 -1.39 29.33 54.36 1.01 -5.40 39.93 }
{3020 122422 90 89 90 89 90 89 90 89 89 90 89 89 90 89 90 89 90 89 90 89 89 90 89 89 2.00 -0.77 -0.52 0.74 0.58 -1.33 29.33 53.87 1.01 -5.37 39.98 }
{3024 122576 90 89 90 89 90 89 90 89 89 90 89 89 90 89 90 89 90 89 90 89 89 90 89 89 1.79 -0.56 -0.76 0.71 0.60 -1.45 29.38 54.50 1.03 -5.36 40.04 }
{3028 122732 90 89 90 89 90 89 90 89 89 90 89 89 90 89 90 89 90 89 90 89 89 90 89 89 1.93 -0.71 -0.63 0.78 0.60 -1.38 29.42 54.03 1.03 -5.36 40.15 }
{3032 122890 89 90 89 90 90 89 90 89 90 89 90 89 89 90 89 90 90 89 90 89 90 89 90 89 1.90 -0.61 -0.29 0.76 0.64 -1.35 29.28 53.85 1.01 -5.36 40.25 }
{3036 123043 89 90 89 90 90 89 90 89 90 89 90 89 89 90 89 90 90 89 90 89 90 89 90 89 1.93 -0.62 -0.69 0.70 0.62 -1.40 29.24 54.36 1.02 -5.38 40.31 }
{3040 123200 89 90 89 90 90 89 90 89 90 89 90 89 89 90 89 90 90 89 90 89 90 89 90 89 1.74 -0.70 -0.61 0.73 0.57 -1.43 29.24 53.42 1.02 -5.38 40.37 }
{3044 123356 89 90 89 90 90 89 90 89 90 89 90 89 90 89 90 90 89 90 90 90 89 89 89 90 1.97 -0.74 -0.46 0.78 0.58 -1.39 29.33 54.03 1.02 -5.37 40.48 }
{3048 123512 90 89 90 90 89 90 90 90 89 89 89 90 90 89 90 90 89 90 90 90 89 89 89 90 1.91 -0.71 -0.46 0.79 0.56 -1.33 29.28 54.01 1.03 -5.38 40.62 }
{3052 123668 90 89 90 90 89 90 90 90 89 89 89 90 90 89 90 90 89 90 90 90 89 89 89 90 1.96 -0.59 -0.76 0.77 0.61 -1.38 29.33 53.87 1.03 -5.38 40.65 }
{3056 123826 89 89 90 89 89 89 89 90 90 90 89 89 89 89 90 89 89 89 89 90 90 90 89 89 1.85 -0.57 -0.73 0.72 0.58 -1.37 29.28 54.37 1.02 -5.40 40.74 }
{3060 123981 89 90 90 90 89 90 90 89 89 89 90 89 89 90 90 90 89 90 90 89 89 89 90 89 1.79 -0.67 -0.41 0.77 0.56 -1.43 29.33 53.90 1.04 -5.38 40.87 }
{3064 124137 90 89 90 90 90 90 89 89 89 89 90 89 90 89 90 90 90 90 89 89 89 89 90 89 1.84 -0.70 -0.84 0.72 0.61 -1.25 29.28 54.36 1.04 -5.37 40.94 }
{3068 124292 90 89 90 90 90 90 89 89 89 89 90 89 90 89 90 90 90 90 89 89 89 89 90 89 1.65 -0.70 -0.95 0.65 0.60 -1.47 29.33 54.07 1.05 -5.37 41.02 }
{3072 124448 90 89 90 90 90 90 89 89 89 89 90 89 90 89 90 90 90 90 89 89 89 89 90 89 2.05 -0.67 -0.79 0.74 0.58 -1.36 29.38 53.87 1.07 -5.35 41.11 }
{3076 124606 89 90 89 90 90 89 89 90 90 89 89 90 89 90 89 90 90 89 89 90 90 89 89 90 1.58 -0.77 -0.38 0.65 0.58 -1.41 29.33 53.38 1.07 -5.33 41.23 }
{3080 124762 90 90 90 89 89 89 89 90 90 90 90 90 90 90 90 89 89 89 89 90 90 90 90 90 1.44 0.14 -1.08 0.72 0.45 -1.25 29.28 53.43 1.08 -5.33 41.29 }
{3084 124915 90 90 90 89 89 89 89 90 90 90 90 90 90 90 90 89 89 89 89 90 90 90 90 90 1.78 -0.59 -0.92 0.77 0.60 -1.32 29.28 55.04 1.03 -5.36 41.36 }
{3088 125071 90 90 90 89 89 89 89 90 90 90 90 90 90 90 90 89 89 89 89 90 90 90 90 90 1.74 -0.56 -0.61 0.77 0.61 -1.36 29.33 53.87 1.05 -5.34 41.45 }
{3092 125229 89 89 90 89 90 90 89 89 89 89 89 90 89 89 90 89 90 90 89 89 89 89 89 90 1.88 -0.79 -0.63 0.74 0.57 -1.38 29.33 53.92 1.04 -5.31 41.59 }
{3096 125384 89 90 90 89 89 89 89 89 90 90 89 89 89 90 90 89 89 89 89 89 90 90 89 89 1.82 -0.42 -0.81 0.72 0.59 -1.38 29.28 54.30 1.04 -5.31 41.69 }
{3100 125541 89 89 89 89 90 89 89 90 89 90 89 90 89 89 89 89 90 89 89 90 89 90 89 90 1.90 -0.65 -1.17 0.75 0.63 -1.34 29.33 54.37 1.04 -5.32 41.75 }
{3104 125694 89 89 89 89 90 89 89 90 89 90 89 90 89 89 89 89 89 89 90 90 89 89 90 89 1.87 -0.42 -0.46 0.78 0.66 -1.37 29.38 55.04 1.03 -5.29 41.83 }
{3108 125851 89 89 89 89 89 89 90 90 89 89 90 89 89 89 89 89 89 89 90 90 89 89 90 89 1.68 -0.38 -0.27 0.77 0.65 -1.42 29.33 53.87 1.03 -5.28 41.95 }
{3112 126009 90 89 89 90 89 89 89 90 90 89 90 89 90 89 89 90 89 89 89 90 90 89 90 89 1.96 -0.56 -0.61 0.82 0.61 -1.32 29.28 53.92 1.01 -5.27 42.01 }
{3116 126162 90 89 89 90 89 89 89 90 90 89 90 89 90 89 89 90 89 89 89 90 90 89 90 89 1.82 -0.57 -0.88 0.68 0.63 -1.36 29.28 53.92 1.01 -5.27 42.07 }
{3120 126319 90 89 89 90 89 89 89 90 90 89 90 89 90 89 89 90 89 89 89 90 90 89 90 89 1.87 -0.70 -0.46 0.70 0.65 -1.34 29.38 54.37 1.02 -5.29 42.21 }
{3124 126477 90 90 90 89 89 89 90 89 89 89 90 90 90 90 90 89 89 89 90 89 89 89 90 90 1.76 -0.65 -0.40 0.67 0.57 -1.34 29.33 53.56 1.03 -5.30 42.33 }
{3128 126630 90 90 90 89 89 89 90 89 89 89 90 90 90 90 90 89 89 89 90 89 89 89 90 90 1.93 -0.56 -0.64 0.78 0.63 -1.42 29.33 54.37 1.04 -5.30 42.38 }
{3132 126787 90 90 90 89 89 89 90 89 89 89 90 90 90 90 90 89 89 89 90 89 89 89 90 90 1.84 -0.42 -0.78 0.78 0.58 -1.38 29.38 53.87 1.03 -5.32 42.47 }
{3136 126945 90 90 89 89 89 89 90 90 90 89 90 90 90 90 89 89 89 89 90 90 90 89 90 90 1.84 -0.51 -0.70 0.77 0.59 -1.37 29.28 54.36 1.02 -5.32 42.60 }
{3140 127100 89 89 89 90 90 90 90 90 89 89 89 89 89 89 89 90 90 90 90 90 89 89 89 89 1.87 -0.70 -0.58 0.80 0.58 -1.37 29.24 53.89 1.03 -5.32 42.69 }
