N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{881 23204 69 94 70 118 107 93 61 115 60 108 81 93 69 94 70 118 107 93 61 115 60 108 81 93 76.20 134.01 33.85 -5.97 3.54 4.43 28.15 60.24 170.93 -153.75 -22.70 }
{883 23243 69 94 70 62 107 102 61 115 60 108 81 93 69 94 70 62 107 102 61 115 60 108 81 93 -8.04 -38.21 -11.36 -1.85 2.25 -4.28 28.06 60.06 178.35 -147.97 -23.11 }
{885 23281 65 94 70 62 107 102 61 115 60 108 81 105 65 94 70 62 107 102 61 115 60 108 81 105 -11.14 -23.99 -58.52 1.96 2.18 0.91 28.06 60.84 -175.71 -157.27 -25.11 }
{887 23318 65 94 70 62 107 102 61 115 60 108 81 105 65 94 70 97 107 102 61 115 60 108 91 105 47.82 53.59 -52.34 -0.10 1.61 0.39 28.15 60.04 -174.94 -150.10 -27.00 }
{889 23357 65 94 70 97 107 102 61 115 60 108 91 105 65 94 70 97 107 102 61 115 60 108 91 105 -11.14 -53.15 -37.30 -2.86 0.29 -2.28 28.25 46.46 177.85 -146.36 -28.81 }
{891 23395 65 94 70 97 107 102 61 115 60 108 91 105 65 94 70 97 107 102 61 115 60 108 91 105 6.90 18.65 29.73 -0.23 0.09 -2.40 28.11 59.53 171.35 -154.35 -27.30 }
{893 23432 65 94 70 97 107 102 61 115 60 108 91 105 60 94 70 97 107 116 61 115 60 108 91 105 -10.22 -18.44 -28.84 0.99 2.09 -2.57 28.20 58.63 178.37 -163.05 -27.89 }
{895 23472 60 94 116 97 107 116 61 115 60 108 91 77 60 94 116 97 107 116 61 115 60 108 91 77 2.42 -0.39 -18.87 -1.08 1.20 -1.70 28.15 58.05 178.43 -157.11 -28.78 }
{897 23511 60 94 116 97 107 116 61 115 75 108 91 77 60 94 116 97 107 116 61 115 75 108 91 77 4.23 2.56 -38.40 -1.93 0.72 -2.44 28.11 59.41 178.49 -151.43 -29.87 }
{899 23548 60 95 116 109 107 116 61 115 75 108 91 77 60 95 116 109 107 116 61 115 75 108 91 77 10.57 17.67 13.28 0.61 2.63 -0.27 28.25 58.54 -173.92 -159.82 -29.77 }
{901 23585 60 95 116 109 107 116 61 115 75 108 91 77 60 78 116 109 107 116 61 115 75 108 91 77 12.60 -5.78 45.10 1.32 -0.08 -4.90 28.15 46.77 178.76 -161.00 -27.90 }
{903 23623 60 78 116 109 107 116 61 115 75 108 91 77 60 78 116 109 107 116 61 115 75 108 91 77 22.98 -23.96 -35.82 1.27 0.29 -3.54 28.20 58.77 172.39 -169.65 -28.75 }
{905 23661 60 78 116 109 107 116 61 75 75 108 91 77 60 78 116 109 107 116 61 75 75 108 91 77 4.71 -21.44 -7.88 -0.68 0.85 -0.93 28.15 59.80 172.86 -164.16 -28.98 }
{907 23698 60 78 116 109 107 116 61 75 75 108 91 77 60 78 81 109 107 116 61 75 75 108 91 77 -16.56 -39.61 16.86 -3.49 -0.35 -0.51 28.20 59.21 165.63 -160.19 -28.51 }
{909 23736 60 78 81 109 107 116 61 75 75 108 91 77 60 100 81 109 107 119 61 75 75 108 91 77 55.67 -19.12 10.86 -1.10 0.59 2.71 28.15 59.93 161.09 -163.49 -28.05 }
{911 23777 81 100 75 109 107 119 115 75 75 108 91 77 111 100 75 109 107 119 115 75 75 108 79 77 -0.18 54.62 20.69 -1.69 4.21 -5.23 28.20 59.73 161.13 -160.08 -26.95 }
{913 23815 111 100 75 109 107 119 115 75 75 108 79 77 111 100 75 109 107 119 115 75 75 108 79 77 34.13 94.56 95.89 -3.67 2.29 -5.38 28.25 59.95 155.48 -158.08 -24.48 }
{915 23854 111 100 75 109 107 119 115 104 118 88 79 77 111 100 75 109 107 119 115 104 118 88 79 77 48.07 11.35 88.55 1.22 -0.47 -0.96 28.11 60.13 151.35 -158.35 -20.49 }
{917 23892 111 104 75 109 107 119 115 104 118 88 79 77 109 104 75 109 107 107 115 104 118 88 79 77 -21.00 89.78 130.66 0.31 0.94 -2.16 28.11 61.40 152.27 -163.99 -15.73 }
{919 23932 109 104 75 109 107 107 115 104 118 88 79 77 109 104 75 109 107 107 115 104 118 88 79 77 -10.10 45.20 96.90 0.10 0.27 -3.97 28.11 61.85 145.99 -161.17 -11.78 }
{921 23971 109 104 75 109 107 107 115 104 118 88 79 77 109 104 75 109 107 107 115 104 118 88 79 77 -86.33 -11.43 13.53 1.15 0.20 -4.68 28.20 62.52 144.06 -169.74 -10.42 }
{923 24010 109 104 118 109 107 107 115 119 118 88 79 77 109 104 118 109 107 107 115 119 118 88 79 77 -30.50 -20.36 -6.32 0.52 0.39 0.30 28.11 65.47 136.77 -171.45 -10.58 }
{925 24048 109 104 118 109 107 107 115 119 118 88 79 77 109 104 118 109 107 107 115 119 118 88 79 77 -8.44 -11.49 10.37 -0.12 2.05 0.95 28.20 71.50 145.06 -165.46 -10.19 }
{927 24090 109 100 118 109 107 87 115 87 118 88 79 77 109 100 118 109 107 87 115 87 118 88 79 77 -8.59 -0.28 22.76 0.26 1.87 -2.04 28.20 72.26 152.82 -159.33 -9.32 }
{929 24133 109 100 118 109 107 87 115 87 118 97 79 77 70 100 118 87 107 87 115 87 118 97 79 80 -68.50 -34.88 44.31 -1.80 2.46 -5.59 28.11 72.24 158.68 -155.15 -7.71 }
{931 24175 70 100 118 87 107 87 115 87 118 97 79 80 70 100 118 87 107 87 115 87 118 97 63 80 -106.79 -49.78 -44.95 2.57 3.44 0.53 28.15 178.64 161.23 -165.62 -8.36 }
{933 24222 70 100 118 87 107 87 115 87 118 97 85 80 70 100 118 87 107 87 115 87 118 97 85 80 -62.36 -18.16 -31.14 -1.16 3.81 0.50 28.15 65.61 165.70 -166.89 -9.89 }
{935 24262 70 100 118 87 107 87 115 87 118 97 85 61 70 100 118 87 107 87 115 87 118 97 85 61 2.34 2.85 19.71 0.30 2.55 -2.24 28.20 65.94 172.94 -160.34 -9.00 }
{937 24301 70 100 61 87 107 87 115 87 78 97 85 61 70 100 61 87 107 87 115 87 78 97 85 61 -36.16 -18.64 -78.14 2.43 2.19 -1.98 28.25 65.25 178.38 -168.34 -11.12 }
{939 24340 70 100 115 87 107 87 115 87 78 97 85 61 70 100 115 87 107 87 115 87 78 97 85 61 -32.84 -80.65 -12.46 0.24 5.89 2.53 28.15 64.84 -176.66 -171.88 -11.78 }
{941 24379 70 100 115 87 107 87 115 87 78 97 96 99 70 100 115 87 107 87 115 87 78 97 96 99 9.88 14.25 -39.88 -2.46 3.21 1.38 28.11 63.82 -170.08 -172.62 -13.21 }
{943 24416 70 100 115 87 107 87 115 87 78 97 96 99 70 100 115 87 105 87 115 87 78 97 96 99 50.02 10.85 37.65 -1.96 5.41 -1.62 28.06 64.57 -162.37 -166.24 -12.14 }
{945 24455 70 100 115 87 105 87 115 87 78 97 96 99 70 100 115 87 105 87 115 87 78 97 96 99 149.53 26.80 4.55 0.39 2.59 0.28 28.20 63.93 -151.64 -158.82 -11.41 }
{947 24494 70 100 115 88 105 87 82 87 115 97 96 99 70 100 115 88 105 87 82 87 115 97 96 99 129.52 -16.94 -60.34 -1.64 3.88 -2.78 28.20 64.04 -141.16 -153.96 -12.74 }
{949 24532 70 100 101 112 105 87 82 87 115 97 96 99 70 100 101 112 105 87 82 87 115 97 96 99 33.07 -2.45 -89.74 0.96 0.47 -2.81 28.11 64.62 -148.46 -155.41 -16.45 }
{951 24571 70 100 101 104 105 94 82 87 115 97 96 108 70 100 101 104 105 65 82 87 115 97 96 108 -30.85 -12.36 -0.88 -1.45 1.36 -1.92 28.20 63.99 -150.81 -150.33 -17.82 }
{953 24610 70 100 101 104 105 65 82 87 115 97 96 108 70 100 101 104 105 74 82 87 115 97 96 108 -70.84 14.33 19.48 2.96 2.87 -0.72 28.15 63.06 -148.22 -157.79 -16.51 }
{955 24649 70 100 101 104 105 74 82 87 115 97 96 108 70 100 101 104 105 74 82 87 115 97 96 108 -35.28 14.19 15.21 -0.97 1.22 -2.63 28.15 62.52 -158.84 -151.99 -16.16 }
{957 24688 70 100 101 104 105 74 82 87 115 97 96 108 70 100 101 104 105 74 82 87 115 97 96 108 -33.40 5.24 -4.50 -0.72 2.32 -0.26 28.20 61.89 -154.10 -146.41 -16.43 }
{959 24727 70 100 101 104 105 74 82 93 115 97 96 108 70 100 101 104 105 74 82 93 115 97 96 108 -14.70 8.17 -5.40 0.17 2.28 0.38 28.15 62.54 -149.11 -147.79 -16.74 }
{961 24764 70 100 101 104 105 74 82 93 115 97 96 108 70 100 101 104 105 74 82 93 115 97 84 108 -2.21 3.03 -3.11 -0.20 2.96 -0.60 28.15 62.48 -143.75 -142.49 -16.83 }
{963 24803 70 100 101 104 105 74 82 93 115 97 84 108 70 100 101 104 105 74 82 93 115 97 84 108 -7.51 -3.23 3.13 -1.09 3.18 -1.83 28.15 62.30 -138.66 -137.54 -16.69 }
{965 24841 70 100 111 104 105 74 82 93 78 97 84 108 70 100 111 104 105 74 82 93 78 97 84 108 1.70 -4.35 -0.40 -0.45 3.61 -1.20 28.06 62.95 -133.67 -132.68 -16.60 }
{967 24880 70 100 111 104 105 74 82 98 78 97 84 108 70 100 111 104 105 74 82 98 78 97 84 108 33.81 -74.97 8.99 -2.50 2.36 2.20 28.11 62.75 -128.56 -130.06 -16.30 }
{969 24916 70 100 111 104 105 74 82 98 78 97 84 108 70 67 100 104 105 74 82 98 78 97 84 108 134.40 -14.01 15.16 1.30 3.35 0.12 28.20 62.57 -119.27 -133.88 -15.76 }
{971 24955 70 67 100 104 105 74 82 98 78 97 84 108 70 67 100 104 105 74 82 98 78 97 84 108 -25.23 10.59 6.41 -0.65 1.98 -5.74 28.15 64.84 -115.22 -135.11 -15.15 }
{973 24994 70 67 100 104 105 74 82 98 78 97 84 108 70 67 100 104 105 74 82 98 78 97 84 108 11.88 -0.15 -15.66 -0.43 2.43 0.18 28.15 62.94 -110.64 -136.97 -15.59 }
{975 25032 70 67 100 104 105 74 82 98 78 97 84 108 70 67 100 104 105 74 82 98 78 97 84 105 -8.61 -1.41 -1.91 -1.56 1.75 0.41 28.06 63.28 -106.99 -132.41 -15.84 }
{977 25071 70 67 100 104 105 74 82 98 78 97 84 105 70 67 100 104 105 74 82 98 78 97 84 105 17.41 3.09 0.09 -1.02 1.60 -1.43 28.15 62.14 -102.30 -127.61 -15.72 }
{979 25109 70 67 100 104 105 74 82 98 78 97 84 105 70 67 100 104 105 74 82 98 78 97 84 105 4.10 1.96 -2.14 -0.56 1.94 -2.24 28.11 63.21 -98.43 -122.85 -15.73 }
{981 25147 70 67 100 104 105 74 82 98 78 97 84 105 70 67 100 111 105 74 82 98 78 114 84 105 -2.13 -4.12 -2.64 -0.68 2.45 -1.03 28.20 63.73 -94.88 -118.62 -15.80 }
{983 25185 70 67 100 111 105 74 82 98 78 114 84 105 70 67 100 111 105 74 82 98 78 114 84 105 8.25 1.36 -2.90 -1.82 2.04 -1.44 28.15 62.59 -91.08 -114.47 -15.76 }
{985 25224 70 67 100 111 105 74 82 98 78 114 84 105 70 67 100 111 105 74 82 98 78 114 84 105 -88.90 -42.16 -0.61 -0.58 1.46 -2.38 28.11 62.41 -90.75 -111.84 -15.55 }
{987 25262 70 67 100 111 115 68 82 98 78 114 84 105 70 67 100 111 115 68 82 98 78 114 84 105 23.47 6.23 9.60 -1.38 0.84 -2.11 28.11 63.44 -101.24 -107.56 -15.16 }
{989 25299 70 67 100 111 115 68 82 98 78 114 84 105 70 67 100 111 115 68 82 98 78 114 84 105 -42.22 -27.00 3.47 -1.15 3.20 -5.55 28.20 63.59 -98.35 -104.26 -15.07 }
{991 25337 70 67 100 111 115 68 82 98 78 114 84 105 70 67 100 111 115 68 82 98 78 114 84 105 15.29 3.15 -1.80 -1.72 3.03 -0.12 28.15 63.88 -94.46 -100.66 -15.17 }
{993 25376 103 108 100 111 115 68 117 98 78 75 84 105 103 108 100 111 115 68 117 98 78 75 84 105 -8.29 -0.36 3.16 -0.29 3.03 -1.37 28.15 63.03 -91.44 -97.24 -15.04 }
{995 25415 103 108 66 111 115 68 117 98 78 75 84 105 103 108 66 111 115 68 117 98 78 75 84 105 107.29 35.33 67.76 -1.58 3.80 1.44 28.20 63.50 -92.67 -92.49 -12.96 }
{997 25455 70 104 117 111 95 68 117 98 78 75 84 105 70 104 117 111 95 68 117 98 78 75 84 105 -16.44 57.00 83.47 -0.12 4.41 -0.28 28.25 75.53 -88.88 -101.13 -9.64 }
{999 25494 70 104 117 111 95 68 117 98 78 75 84 105 70 104 117 111 95 68 117 98 78 75 84 105 23.29 41.41 -19.53 1.15 3.07 4.17 28.15 68.38 -85.58 -102.27 -9.50 }
{1001 25533 94 104 117 70 95 68 86 98 78 75 84 105 94 104 117 70 95 68 86 98 78 75 84 105 -23.42 -9.35 -18.47 -0.87 2.43 -2.57 28.11 65.71 -83.62 -99.46 -10.37 }
{1003 25572 94 104 117 70 95 68 86 98 78 75 84 116 94 104 117 70 95 68 86 98 78 75 84 116 54.37 -77.58 -36.81 0.44 -1.34 1.15 28.15 64.20 -92.25 -112.01 -11.59 }
{1005 25611 94 104 117 70 96 68 86 98 78 75 84 116 94 104 117 70 96 68 86 98 78 75 84 116 22.49 -24.21 -8.18 0.18 4.56 1.88 28.20 63.77 -88.20 -122.57 -12.66 }
{1007 25649 94 104 117 70 96 68 86 98 78 75 84 116 94 104 117 70 96 68 86 98 78 75 84 116 44.28 17.98 -33.80 0.47 2.38 -3.45 28.06 62.47 -84.90 -125.17 -13.50 }
{1009 25686 94 104 117 70 96 68 86 98 78 75 84 116 94 104 113 70 96 68 86 98 78 75 84 116 -1.43 -1.12 -8.96 -2.25 1.14 -2.41 28.20 62.75 -88.85 -120.65 -14.30 }
{1011 25724 94 104 113 70 96 68 86 98 78 75 84 116 94 70 113 70 96 68 86 91 78 75 84 116 0.11 -11.73 -0.11 -0.56 1.91 -0.34 28.20 62.36 -85.46 -116.66 -14.22 }
{1013 25764 90 94 113 70 96 68 86 91 78 81 84 116 90 107 113 70 96 68 86 91 78 81 84 116 8.52 2.08 3.04 -0.72 1.29 -1.37 28.15 61.78 -89.08 -112.47 -14.22 }
{1015 25802 90 107 113 70 96 68 86 91 78 81 84 116 90 68 113 70 96 68 86 91 78 81 84 81 -2.50 -13.93 -2.43 -1.42 2.12 0.27 28.20 62.63 -86.08 -109.12 -14.24 }
{1017 25842 90 68 113 70 96 68 86 102 78 81 84 110 90 68 113 70 96 68 92 102 78 81 84 99 12.34 -8.94 -9.27 -0.72 1.10 -1.53 28.11 62.65 -97.13 -105.39 -14.45 }
{1019 25880 90 68 113 70 96 68 92 102 78 81 84 99 90 68 113 70 96 68 92 102 78 81 84 99 5.48 -2.41 -33.95 0.50 1.90 -0.25 28.20 63.35 -93.47 -108.52 -15.48 }
{1021 25919 90 68 113 70 96 68 92 102 112 81 84 99 90 68 113 70 96 68 92 102 112 81 84 99 -16.32 2.22 -10.11 -0.60 1.23 -1.41 28.20 61.89 -97.61 -104.50 -15.76 }
{1023 25957 90 80 113 70 109 79 92 102 112 81 84 99 90 80 113 70 109 79 92 102 112 81 84 99 14.97 29.26 1.85 0.26 1.58 -4.39 28.11 61.71 -93.82 -100.20 -15.64 }
{1025 25996 90 68 113 70 109 79 92 102 112 81 84 99 90 68 113 70 109 79 92 102 112 81 84 99 -89.60 38.97 -6.47 1.11 1.59 -3.60 28.20 62.27 -100.27 -109.02 -15.61 }
{1027 26035 90 68 113 70 71 79 92 102 112 81 84 99 90 68 113 70 71 79 92 102 112 81 84 99 -44.35 10.94 -20.59 0.56 2.12 0.09 28.11 62.09 -98.27 -118.81 -16.35 }
{1029 26073 90 68 113 70 71 91 92 102 64 81 84 99 90 68 113 70 71 91 113 102 64 81 84 99 -6.50 14.51 15.31 -0.68 2.29 2.06 28.15 62.61 -95.96 -114.33 -16.00 }
{1031 26112 90 68 113 70 71 91 113 102 64 81 84 99 85 68 113 70 71 78 113 102 64 100 84 99 86.08 -56.27 54.14 -2.69 5.52 2.81 28.11 62.45 -92.13 -113.57 -14.15 }
{1033 26150 85 68 113 70 71 78 113 102 64 100 84 99 85 76 113 70 71 78 113 102 64 100 84 99 180.68 -64.90 -25.88 -3.55 0.88 -1.32 28.20 63.41 -89.07 -118.30 -14.32 }
{1035 26190 85 76 113 70 71 78 113 102 64 84 84 99 85 76 66 70 71 78 113 102 64 84 84 99 -119.48 15.43 14.00 -0.86 3.69 -7.36 28.11 65.00 -89.65 -114.30 -13.32 }
{1037 26228 85 76 66 70 71 78 113 102 64 84 84 99 85 76 66 70 71 78 113 102 64 84 84 99 49.82 17.44 21.76 1.63 -0.75 -1.20 28.25 64.24 -99.75 -123.91 -12.17 }
{1039 26267 85 76 66 70 71 78 113 102 64 84 84 99 85 76 66 70 71 78 113 102 64 84 84 99 23.85 17.23 -22.76 0.21 4.60 -2.27 28.11 63.80 -94.98 -125.75 -12.71 }
{1041 26305 85 76 66 70 71 78 113 102 64 82 84 99 85 88 66 70 71 78 113 102 64 79 84 99 -44.12 46.98 10.08 -0.22 0.56 0.74 28.15 64.35 -100.43 -126.65 -12.64 }
{1043 26344 85 88 66 70 71 78 113 102 64 79 84 99 85 88 66 70 71 78 113 102 64 79 84 99 8.95 17.64 1.60 -1.03 1.75 -4.79 28.20 64.57 -103.58 -121.55 -12.54 }
{1045 26383 85 88 66 70 71 78 111 73 64 79 84 68 85 88 66 70 71 78 111 73 64 79 84 68 4.60 0.63 -4.98 0.25 3.71 -1.76 28.11 65.18 -99.79 -124.15 -12.54 }
{1047 26420 85 88 66 70 71 78 111 73 64 79 84 68 94 88 66 70 71 78 111 73 64 79 84 68 21.32 -15.77 -26.47 -0.18 1.52 -1.96 28.15 66.19 -103.03 -126.90 -13.50 }
{1049 26459 94 88 66 70 71 78 111 73 64 79 84 68 94 88 66 70 71 78 111 73 64 79 84 68 42.40 -23.19 -81.97 0.23 0.69 -1.12 28.20 65.63 -111.62 -123.34 -16.38 }
{1051 26498 94 88 66 70 87 115 111 73 64 79 84 68 94 88 66 70 87 115 111 73 64 79 84 68 -21.19 12.22 -25.31 -0.67 2.14 -0.73 28.11 63.97 -107.96 -118.72 -17.81 }
{1053 26534 94 88 66 70 87 115 111 73 64 79 84 68 94 88 66 70 87 115 111 73 64 79 84 62 -27.95 34.42 -20.66 2.74 -1.28 0.32 28.15 65.18 -118.91 -127.21 -18.12 }
{1055 26573 94 88 66 70 87 115 111 73 64 79 84 62 99 88 66 70 87 115 111 73 64 79 84 62 160.32 56.11 -53.25 1.91 2.90 3.14 28.01 65.78 -109.35 -134.20 -19.31 }
{1057 26613 99 88 66 70 87 115 66 73 64 79 84 62 99 88 66 70 87 115 66 73 64 79 84 62 -37.42 -87.58 2.92 -3.21 4.48 -6.37 28.11 64.57 -103.63 -130.18 -19.43 }
{1059 26653 99 88 66 70 87 115 66 73 106 79 84 62 99 88 66 70 87 115 66 73 106 79 84 62 55.70 36.78 -30.15 0.22 1.36 2.53 28.15 64.71 -105.16 -131.75 -20.89 }
{1061 26692 99 88 66 70 87 115 66 73 106 79 84 62 99 88 66 70 87 115 66 73 106 79 84 62 -39.26 0.42 14.53 0.49 2.60 -2.75 28.11 65.00 -103.05 -132.75 -20.56 }
{1063 26729 99 88 66 70 87 115 66 73 106 79 84 62 99 66 66 70 87 115 66 73 79 79 84 62 -137.93 64.27 11.85 -1.41 4.01 -5.85 28.11 64.96 -102.64 -132.43 -19.99 }
{1065 26768 99 66 66 70 87 115 66 73 79 79 84 62 99 66 66 70 87 115 66 73 79 79 84 62 -68.27 -32.83 2.89 0.38 -2.20 1.31 28.11 65.00 -116.53 -135.54 -19.59 }
{1067 26806 99 66 66 103 87 63 66 73 79 79 84 62 99 66 66 103 87 63 66 73 79 79 84 62 223.52 -16.54 10.08 0.01 1.75 0.92 28.11 66.21 -113.11 -145.00 -19.25 }
{1069 26844 99 66 66 103 87 63 66 73 79 79 84 62 99 66 66 103 87 63 66 80 79 79 84 62 -66.35 -49.34 44.18 -2.59 2.09 -3.56 28.15 65.94 -109.04 -140.87 -17.38 }
{1071 26883 99 66 66 103 87 63 66 80 79 79 84 62 99 66 92 103 87 63 66 80 79 79 84 62 -128.45 -39.54 28.17 -0.57 0.82 -0.71 28.11 66.52 -123.51 -143.97 -15.99 }
{1073 26921 99 66 92 103 87 63 66 80 79 79 84 62 99 66 77 103 87 114 76 80 79 79 84 103 -101.22 2.40 40.52 -0.10 1.56 0.65 28.06 68.95 -122.47 -145.90 -14.35 }
{1075 26960 99 66 77 103 87 114 76 80 79 79 84 103 99 66 77 103 87 114 76 80 79 79 84 103 -94.32 -27.46 58.92 -0.40 2.98 -2.43 28.20 71.75 -121.61 -148.50 -12.18 }
{1077 27000 60 66 77 103 87 114 72 80 79 79 84 103 60 66 77 103 87 114 72 80 79 79 84 103 59.97 34.56 84.93 2.33 3.92 0.62 28.11 69.13 -116.08 -154.79 -8.69 }
{1079 27039 60 66 77 103 87 114 72 80 79 79 84 103 60 66 77 103 87 114 72 80 79 79 84 103 260.31 -23.63 32.67 -3.16 2.62 2.94 28.15 180.59 -102.83 -157.29 -8.98 }
{1081 27084 60 66 77 103 87 108 72 80 79 79 84 103 60 66 77 103 87 108 72 80 79 79 84 103 -33.84 5.17 -22.21 -0.60 0.71 -9.25 28.11 66.99 -101.67 -148.58 -9.76 }
{1083 27122 60 66 77 103 87 108 72 80 79 79 84 103 60 66 72 103 87 108 72 80 79 79 84 103 -30.94 5.14 -20.64 2.17 0.25 2.71 28.06 68.17 -112.95 -156.90 -10.70 }
{1085 27162 60 66 72 103 69 108 72 80 79 79 84 103 60 66 72 75 69 108 65 102 79 79 84 103 3.21 9.21 -18.14 0.88 0.60 -2.86 28.20 67.48 -122.28 -158.15 -11.30 }
{1087 27201 60 66 72 75 69 108 65 102 79 79 84 103 60 64 72 75 69 108 65 102 79 79 84 103 -18.52 0.60 -28.41 1.14 0.50 -2.31 28.06 68.44 -131.73 -166.19 -12.06 }
{1089 27240 60 64 72 75 69 108 65 102 79 79 84 103 60 64 72 61 69 108 116 102 79 79 112 103 -43.57 6.33 -71.33 -0.47 -0.68 -7.26 28.15 67.15 -128.04 -166.09 -14.67 }
{1091 27281 60 64 72 61 69 108 116 102 79 79 112 113 60 64 72 61 69 108 116 102 79 79 112 113 -19.14 -16.35 -61.28 2.53 1.14 -1.40 28.11 66.16 -131.03 -174.09 -16.23 }
{1093 27320 60 64 72 61 69 108 116 102 79 79 112 113 60 64 72 61 69 108 116 102 79 79 80 113 -26.12 -14.06 27.44 0.34 2.51 -1.46 28.11 65.45 -127.13 -168.32 -14.84 }
{1095 27359 60 64 72 61 69 108 116 102 79 79 80 113 60 64 72 61 69 108 116 102 79 79 80 113 9.99 18.25 27.53 -0.50 0.02 -1.19 28.01 66.19 -136.02 -161.58 -14.09 }
{1097 27398 60 64 72 61 87 108 109 102 79 79 119 113 60 64 72 61 87 108 109 102 79 79 119 113 -17.61 12.95 7.33 -0.31 -0.53 -1.58 28.15 65.27 -145.33 -155.04 -13.86 }
{1099 27437 60 64 72 61 87 108 109 102 107 79 119 113 60 64 72 61 87 108 109 102 107 79 119 113 12.25 -0.13 -3.34 0.49 0.88 -0.22 28.15 66.03 -153.12 -149.23 -14.08 }
{1101 27474 60 64 72 61 87 108 109 102 107 79 119 113 60 64 72 61 87 108 109 102 107 79 119 98 25.26 53.58 -30.18 2.19 1.31 -1.88 28.11 65.42 -145.99 -155.69 -14.96 }
{1103 27515 60 64 72 61 87 108 109 102 107 79 119 98 60 64 72 61 87 108 109 102 107 79 119 98 -6.27 14.36 -37.45 -0.15 -0.28 -2.45 28.15 65.02 -154.71 -155.96 -16.24 }
{1105 27554 90 64 72 61 87 108 109 102 107 79 119 98 90 64 72 61 87 108 109 102 107 79 119 98 14.80 2.25 0.31 0.75 2.35 -0.39 28.15 64.87 -155.38 -164.25 -16.84 }
{1107 27593 90 64 72 61 87 108 109 102 107 79 119 98 90 64 78 61 87 108 89 102 107 79 119 98 -7.51 -0.25 43.28 1.36 0.45 -0.37 28.20 64.53 -156.83 -171.80 -14.73 }
{1109 27632 90 64 78 61 87 108 89 102 107 79 119 98 90 64 78 61 87 108 89 102 107 79 119 98 7.64 -13.14 7.08 0.57 -0.41 -2.81 28.20 66.09 -164.55 -173.03 -14.45 }
{1111 27670 90 64 78 61 87 108 69 102 107 79 119 98 90 64 78 61 87 108 69 102 107 79 119 98 59.18 -13.43 -24.96 1.54 0.19 -1.06 28.25 65.85 -169.80 179.01 -15.47 }
{1113 27708 90 64 78 61 87 108 69 102 107 79 119 98 90 64 78 61 87 68 69 102 107 79 61 98 -20.88 -39.70 -53.37 1.17 -0.05 -1.86 28.20 65.96 -177.49 170.57 -17.04 }
{1115 27748 90 64 78 61 92 68 69 102 107 79 61 98 90 64 78 61 92 68 69 102 107 79 61 98 -67.08 -41.22 29.18 0.40 0.69 -1.82 28.20 65.56 179.90 162.26 -16.32 }
{1117 27787 90 64 78 61 92 68 69 102 107 79 61 98 90 64 78 61 92 68 69 102 107 79 61 98 -26.82 18.40 32.11 -1.50 1.16 -2.26 28.20 65.58 178.00 162.20 -15.09 }
{1119 27825 90 64 78 61 92 68 69 102 107 79 61 98 90 64 78 61 92 68 69 102 107 79 61 98 -53.45 -26.83 40.23 -2.34 2.73 -2.32 28.15 66.57 -177.58 168.14 -13.32 }
{1121 27865 90 64 90 61 92 68 69 102 107 79 61 98 90 64 90 61 92 68 69 102 107 79 61 98 -38.55 -11.31 32.57 0.19 2.58 2.29 28.15 67.28 -172.90 167.93 -11.93 }
{1123 27905 90 64 90 61 71 68 69 102 107 79 69 98 90 64 90 61 71 68 69 102 107 79 69 98 3.03 -2.97 13.82 0.08 3.15 0.46 28.06 67.52 -166.84 175.08 -11.21 }
{1125 27943 90 64 90 61 71 68 69 102 92 79 69 98 90 64 90 61 71 68 69 102 92 79 69 98 -15.26 -2.79 39.45 0.35 4.20 -4.09 28.15 68.55 -161.31 174.65 -10.04 }
{1127 27982 90 64 90 61 71 68 67 102 92 79 69 98 90 64 90 61 71 68 67 102 92 79 69 98 19.35 -42.64 33.71 1.06 1.87 3.42 28.11 69.96 -154.85 166.73 -8.56 }
{1129 28019 90 64 90 61 71 68 67 102 92 79 69 98 90 64 90 61 71 68 67 102 92 79 69 98 0.65 1.76 -10.38 1.48 4.61 -2.48 28.11 70.70 -148.74 160.08 -8.71 }
{1131 28058 90 64 90 61 71 68 67 102 92 79 69 98 90 64 90 61 71 68 67 102 92 79 69 98 5.13 2.46 1.83 -0.29 3.00 -2.24 28.11 69.81 -143.43 160.56 -8.67 }
{1133 28097 90 64 90 61 71 68 67 102 92 79 69 98 90 64 90 61 71 68 67 102 92 79 69 98 -5.64 -8.33 -9.05 0.39 2.81 -0.66 28.11 70.00 -138.33 160.67 -8.92 }
{1135 28136 90 64 90 61 71 84 67 102 92 79 69 98 90 64 90 61 71 84 67 102 92 79 69 98 6.84 -0.74 -1.08 -0.43 1.78 -0.99 28.11 69.34 -132.92 168.20 -8.95 }
{1137 28175 90 112 90 61 71 84 67 102 92 79 63 98 90 112 90 61 71 84 67 102 92 79 63 98 10.51 4.34 -11.30 0.03 2.17 -1.17 28.20 69.34 -127.80 161.30 -9.13 }
{1139 28213 90 112 90 61 71 84 67 102 92 79 63 98 90 112 90 61 71 84 67 102 92 63 73 98 21.39 10.42 -12.73 0.08 3.54 -1.34 28.20 69.27 -122.52 169.14 -9.60 }
