N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{3847 80564 67 115 79 102 117 61 68 70 64 117 86 72 67 115 79 102 117 61 68 70 64 117 86 72 -10.12 -16.04 -93.72 1.62 1.05 -3.10 28.20 27.49 -139.19 -153.61 60.83 }
{3849 80599 67 115 79 102 82 61 68 70 64 117 86 72 67 115 79 102 82 61 68 70 64 117 86 72 -19.32 -18.15 -25.28 -1.48 -0.85 -2.16 28.20 26.95 -148.10 -148.70 59.76 }
{3851 80631 67 115 79 102 82 61 68 70 64 117 86 72 67 115 79 102 82 61 68 70 64 117 86 72 -74.61 -64.54 33.48 -1.21 -0.05 0.07 28.11 27.49 -158.08 -145.43 60.35 }
{3853 80666 67 115 79 102 82 61 68 112 64 111 86 72 67 115 79 102 82 61 68 112 64 111 86 72 -137.81 -68.15 47.51 -1.21 -0.54 -2.93 28.15 28.69 -168.96 -142.09 61.70 }
{3855 80700 67 115 79 102 82 61 68 112 64 111 86 72 67 115 104 102 82 61 68 66 64 111 86 72 -55.43 11.07 39.88 -0.00 2.23 4.99 28.20 31.71 -164.73 -136.97 63.16 }
{3857 80737 67 115 104 71 82 61 68 66 64 111 78 72 67 115 104 71 82 61 68 66 64 111 78 72 -14.93 10.27 17.13 -1.54 1.84 -0.30 28.11 33.34 -159.25 -131.67 64.15 }
{3859 80773 67 115 104 71 82 61 101 66 64 111 78 72 67 115 104 71 82 74 72 66 64 111 78 72 46.37 -22.45 -7.13 -1.84 3.80 -2.79 28.25 32.07 -152.72 -127.68 64.03 }
{3861 80808 67 115 104 71 82 74 72 102 64 111 78 72 67 115 104 71 82 74 72 102 64 111 78 72 46.40 3.18 -2.96 -0.25 3.19 1.43 28.06 29.00 -145.84 -131.10 63.90 }
{3863 80843 117 115 104 71 82 74 72 102 64 90 78 72 117 115 104 71 82 74 72 102 64 90 78 72 57.12 58.74 -52.18 -3.01 2.16 -3.92 28.20 34.03 -145.02 -131.59 61.19 }
{3865 80879 117 115 104 71 82 74 72 102 64 90 78 72 117 115 104 71 82 74 72 102 64 90 78 72 -33.87 28.39 35.05 -2.15 2.74 -2.53 28.15 30.50 -140.42 -126.43 61.71 }
{3867 80914 117 115 104 71 82 74 72 102 64 90 78 72 117 115 104 71 82 74 72 102 64 90 78 72 31.71 41.06 78.00 -0.57 -0.17 -2.21 28.15 35.13 -148.29 -120.38 64.24 }
{3869 80948 117 115 104 71 82 74 72 102 64 90 78 72 84 115 104 71 82 74 72 102 64 90 78 72 31.94 8.86 48.29 -0.09 2.55 -1.55 28.11 30.86 -141.06 -115.85 65.95 }
{3871 80983 84 115 104 71 82 74 72 102 64 90 78 72 84 115 104 71 82 74 72 102 64 90 78 72 5.10 -1.77 -17.10 -1.18 3.25 0.73 28.20 33.92 -136.21 -112.08 65.76 }
{3873 81018 84 115 104 71 82 74 72 102 64 90 78 88 84 115 104 71 82 74 72 102 64 90 78 88 -22.42 16.42 -9.82 -2.00 4.05 0.46 28.25 30.37 -132.25 -108.25 65.34 }
{3875 81051 84 115 104 71 82 74 72 102 64 90 78 88 84 115 104 71 82 74 72 102 64 90 78 88 -59.13 12.10 26.96 -1.01 1.83 -0.45 28.11 31.33 -128.71 -104.42 66.26 }
{3877 81087 84 115 104 71 82 74 72 102 64 90 78 88 84 115 104 71 82 74 72 102 64 90 78 88 17.13 -0.35 52.37 -1.40 4.03 -3.21 28.11 33.61 -124.13 -101.03 68.26 }
{3879 81122 84 115 104 71 82 74 72 102 64 90 78 88 84 115 104 71 82 74 72 102 64 90 78 88 2.48 -10.02 21.04 1.00 3.01 -0.37 28.11 30.84 -119.66 -111.81 69.30 }
{3881 81157 84 115 104 71 116 74 72 102 64 90 78 88 84 115 104 71 116 74 72 102 64 90 78 88 16.31 -6.33 -9.98 0.27 1.53 -1.36 28.20 30.75 -121.94 -122.04 69.03 }
{3883 81191 84 115 104 71 116 74 72 102 64 90 78 88 84 115 104 71 116 74 72 102 64 90 80 88 -3.78 -0.97 -3.82 -1.90 0.47 -1.87 28.11 31.88 -131.31 -117.91 68.88 }
{3885 81226 84 115 104 71 116 74 72 102 64 90 80 88 84 115 104 71 116 74 72 102 64 90 80 88 50.55 14.48 -28.06 1.10 2.15 1.67 28.11 30.66 -125.14 -113.58 68.20 }
{3887 81261 64 115 104 71 116 74 72 102 64 90 80 88 64 115 104 71 116 74 72 102 64 90 80 88 43.41 11.69 -9.02 -1.51 1.84 -1.41 28.20 31.60 -118.85 -109.18 67.76 }
{3889 81295 64 115 104 71 116 74 72 102 64 90 80 88 64 115 104 61 116 74 87 79 64 90 80 88 -10.24 -0.33 -13.98 -0.78 2.48 -2.00 28.06 27.11 -114.39 -105.35 67.28 }
{3891 81331 64 115 104 61 116 74 87 79 64 90 80 114 64 102 104 61 116 74 87 67 64 92 80 114 -19.32 3.67 -15.21 -1.97 2.52 -0.41 28.25 28.96 -111.00 -109.05 66.65 }
{3893 81367 64 102 104 61 116 74 87 67 64 92 80 114 64 102 104 61 116 74 87 67 64 92 80 114 59.88 -18.96 -9.16 0.27 3.15 -1.53 28.15 28.51 -105.29 -112.91 66.45 }
{3895 81401 64 102 104 61 116 102 87 88 64 92 80 91 64 102 104 61 116 102 87 88 64 92 80 91 97.93 -23.75 -14.76 -0.78 1.61 0.25 28.20 29.12 -105.28 -116.74 65.90 }
{3897 81434 64 102 104 61 116 102 87 88 64 92 80 91 64 102 104 61 116 87 87 88 64 92 80 91 54.72 94.02 -57.21 -0.17 -1.14 -4.93 28.34 26.54 -105.87 -111.62 65.15 }
{3899 81471 115 102 104 61 116 82 87 88 64 92 80 85 115 102 104 61 116 82 87 88 64 92 80 119 45.53 22.36 -98.99 -2.72 -2.64 -2.85 28.25 25.96 -113.74 -106.72 61.81 }
{3901 81505 115 102 104 61 116 82 87 88 64 92 80 119 115 102 104 61 116 82 87 88 64 92 80 119 4.66 -28.09 -8.35 0.51 -0.71 2.32 28.25 25.25 -122.78 -104.32 61.31 }
{3903 81540 115 102 104 61 116 84 87 88 64 92 62 119 115 102 104 61 116 84 87 88 64 92 62 119 -10.32 -0.47 94.78 -1.86 -0.35 0.27 28.11 25.25 -132.44 -100.60 63.72 }
{3905 81573 115 102 104 61 116 84 87 88 64 92 62 119 115 102 104 61 116 84 87 88 64 92 62 119 17.88 -4.31 70.73 1.07 -0.66 -1.03 28.20 25.20 -140.63 -103.94 66.56 }
{3907 81607 115 102 104 61 116 84 87 88 64 92 62 119 115 102 104 61 116 84 87 88 64 92 62 119 -5.05 2.16 16.00 -1.71 -1.46 -0.63 28.25 25.72 -148.85 -100.84 67.53 }
{3909 81642 115 102 104 60 116 84 87 88 64 92 62 119 115 102 104 60 116 84 87 88 64 92 62 119 3.59 1.78 9.37 -0.73 0.45 -0.33 28.15 26.06 -156.96 -97.46 67.78 }
{3911 81676 115 102 104 60 116 84 87 88 64 92 62 119 115 102 104 60 116 84 87 88 64 92 62 119 0.08 -0.67 12.41 -1.03 0.83 -0.87 28.20 25.96 -165.20 -94.22 68.18 }
{3913 81709 115 102 104 60 116 84 87 88 64 92 62 119 115 102 117 60 116 84 87 88 64 92 62 119 1.42 -2.02 7.57 -0.88 1.38 -0.91 28.20 26.39 -158.81 -91.13 68.59 }
{3915 81743 115 102 117 60 116 84 87 88 64 92 62 119 115 102 117 71 116 84 87 78 100 92 73 119 -5.20 3.24 0.66 -1.46 1.48 -0.56 28.25 26.46 -152.75 -88.17 68.75 }
{3917 81778 115 102 117 71 116 84 87 78 100 92 73 119 115 102 117 71 116 84 68 78 100 92 73 119 4.75 -1.96 3.65 -1.09 0.54 -1.08 28.15 27.04 -160.89 -85.22 68.80 }
{3919 81813 115 102 117 71 116 84 68 78 100 92 73 119 115 102 117 71 116 84 68 78 100 92 73 119 -46.81 1.12 24.70 -1.56 -2.03 -3.87 28.34 26.70 -169.65 -81.75 69.77 }
{3921 81848 115 102 117 71 116 84 68 78 100 92 73 119 115 102 117 71 116 84 68 78 100 92 73 119 -40.52 4.98 -32.09 0.16 -0.37 -1.57 28.20 27.19 -170.78 -85.47 68.65 }
{3923 81883 115 102 117 71 80 84 68 78 100 92 73 119 115 102 62 71 80 84 93 78 100 92 63 119 -52.52 20.65 -2.46 0.27 2.47 -1.30 28.15 28.04 -166.16 -89.04 68.28 }
{3925 81918 115 102 62 71 80 84 93 78 100 92 63 119 115 102 62 71 80 84 93 78 100 92 63 69 -49.80 -4.99 27.19 -1.98 1.40 -0.40 28.15 31.26 -168.30 -92.80 68.73 }
{3927 81954 115 102 62 71 80 84 93 78 100 92 63 69 115 102 62 71 80 84 93 78 100 92 63 69 -15.98 -0.33 95.94 -1.18 1.95 -0.34 28.11 34.08 -163.03 -96.51 71.87 }
{3929 81989 115 102 62 71 80 84 93 78 100 65 63 69 115 102 62 71 80 84 93 78 100 65 63 69 -87.66 53.44 51.05 -0.50 -0.39 5.81 28.20 29.43 -171.81 -91.71 73.65 }
{3931 82022 115 102 62 71 80 84 93 78 100 65 63 69 115 102 62 71 80 84 93 78 100 65 63 69 -41.81 79.44 33.07 2.44 1.32 3.12 28.20 31.46 -174.83 -99.36 74.59 }
{3933 82057 115 102 62 71 80 75 93 78 100 65 63 69 115 102 62 71 80 75 93 78 100 65 63 69 -14.10 76.77 -14.23 0.53 1.40 -2.70 28.25 30.25 -175.70 -107.12 74.31 }
{3935 82092 115 102 62 71 80 75 93 78 100 65 63 68 115 102 62 71 80 75 93 78 100 65 63 68 -71.37 4.17 -35.85 0.32 4.81 -8.48 28.15 30.81 -171.10 -117.03 73.43 }
{3937 82126 115 102 62 71 80 75 93 78 100 65 63 68 115 102 62 71 80 75 93 78 86 65 63 68 -67.93 4.01 -19.14 1.16 1.75 2.81 28.11 31.48 -167.47 -126.78 72.89 }
{3939 82161 115 102 62 71 80 75 93 78 86 65 63 68 115 102 62 71 80 75 93 78 86 65 63 68 -15.71 2.65 -39.60 1.81 3.64 1.26 28.15 34.70 -161.92 -136.05 71.74 }
{3941 82197 115 102 62 65 80 77 93 78 79 65 64 68 115 102 62 65 80 77 93 78 79 104 64 68 16.52 9.01 -1.76 0.56 6.62 -9.25 28.15 34.81 -156.08 -138.00 71.45 }
{3943 82233 115 102 62 65 80 77 93 78 79 104 64 68 115 102 62 65 80 77 93 78 79 104 64 68 -23.03 -23.80 -40.32 -0.52 4.29 0.25 28.25 34.05 -151.41 -140.47 70.27 }
{3945 82268 115 102 62 65 80 77 93 78 79 104 64 68 79 102 62 65 80 77 93 78 79 104 64 68 23.36 -60.13 -34.23 2.46 5.02 -3.95 28.29 33.52 -144.99 -151.18 69.84 }
{3947 82305 79 102 62 65 80 77 93 78 79 88 64 68 79 102 62 65 80 77 93 78 79 88 64 68 105.48 -77.43 -57.91 0.08 4.37 0.53 28.20 34.37 -137.45 -161.52 67.98 }
{3949 82339 79 102 62 65 80 77 93 78 79 88 64 68 79 102 62 65 80 115 93 78 79 88 64 68 -6.15 14.05 -68.85 -0.95 3.46 -1.78 28.11 34.52 -132.38 -155.48 65.72 }
{3951 82375 79 102 62 65 80 115 93 78 79 88 64 68 79 102 62 65 80 115 93 78 79 88 64 68 -6.33 49.49 -56.05 1.23 3.66 -2.61 28.15 33.40 -128.14 -161.95 63.96 }
{3953 82411 79 102 62 65 80 115 90 78 79 88 64 68 79 102 66 65 80 115 90 78 79 88 64 68 79.16 24.01 -100.41 1.24 2.80 -0.46 28.20 32.85 -121.08 -162.27 60.58 }
{3955 82446 79 102 66 65 80 115 90 78 79 88 64 68 79 102 66 65 80 115 90 78 79 88 64 68 164.23 56.63 -67.82 -1.21 2.36 3.09 28.20 31.77 -112.02 -154.85 57.96 }
{3957 82481 79 102 66 65 64 115 90 78 101 88 64 68 79 102 66 65 64 115 90 78 101 88 64 68 52.83 47.36 -11.48 1.57 1.41 -9.25 28.11 30.75 -116.93 -155.31 56.65 }
{3959 82516 79 102 66 65 64 61 90 112 101 88 64 68 79 102 66 65 64 61 90 112 101 88 73 103 -12.06 -16.68 -1.27 1.18 0.51 0.58 28.25 29.78 -120.21 -157.48 56.71 }
{3961 82551 79 102 66 65 64 61 90 112 101 88 73 103 79 102 66 65 64 61 90 112 101 88 73 103 -96.87 15.94 -0.41 0.65 1.39 -4.28 28.20 29.72 -132.85 -164.74 56.60 }
{3963 82586 79 102 82 65 64 61 107 112 101 88 83 103 79 102 82 65 64 61 107 112 101 88 83 103 -131.32 -22.68 37.12 -0.85 0.94 -2.17 28.20 29.58 -145.67 -159.31 57.66 }
{3965 82620 79 102 82 65 64 61 107 112 101 88 83 103 93 102 82 65 64 61 107 112 101 88 83 103 -94.84 2.01 97.83 -1.87 4.77 -2.92 28.20 33.14 -143.21 -153.89 60.44 }
{3967 82657 93 102 82 65 64 107 107 116 101 88 83 103 93 102 82 65 64 107 107 116 101 88 83 103 -79.55 -20.90 86.79 -0.69 -0.80 -2.70 28.25 31.08 -147.33 -155.67 63.96 }
{3969 82693 93 102 82 65 64 107 107 116 101 88 83 99 93 102 82 65 64 107 107 116 101 88 83 99 63.35 -16.12 46.95 1.27 1.99 3.52 28.15 30.73 -147.83 -157.72 65.99 }
{3971 82727 93 102 82 65 64 107 107 116 101 88 83 99 93 102 82 65 64 107 107 116 101 88 83 99 29.07 -8.42 -6.52 1.76 2.10 0.54 28.20 30.99 -141.27 -165.64 66.01 }
{3973 82762 93 102 82 65 64 69 107 63 101 88 83 99 93 102 82 65 64 69 107 63 101 88 83 99 35.13 7.06 -2.96 0.11 2.30 -1.52 28.11 31.60 -135.07 -173.10 65.68 }
{3975 82798 108 69 82 65 64 69 107 63 101 88 83 99 108 69 82 65 64 69 107 63 101 88 83 99 -19.58 -6.77 71.54 -2.08 2.24 -6.88 28.15 36.07 -129.68 -173.39 67.85 }
{3977 82833 108 69 82 65 64 69 107 63 101 88 83 99 108 69 82 65 64 69 107 63 101 88 83 99 -46.41 -46.90 106.49 -0.95 0.34 -0.59 28.20 31.12 -140.38 -168.67 71.72 }
{3979 82868 108 69 82 65 64 69 107 63 101 88 83 99 108 69 82 65 64 69 107 63 101 88 83 99 37.41 -9.00 56.63 0.88 4.21 0.77 28.20 31.17 -134.27 -177.13 73.97 }
{3981 82903 108 69 82 65 64 69 107 63 101 88 83 99 108 69 82 65 64 69 107 63 101 88 83 99 -29.49 -8.09 38.57 2.88 4.40 -0.25 28.25 32.44 -130.36 175.00 75.77 }
{3983 82937 108 69 82 65 64 69 107 63 101 88 113 99 108 69 82 65 64 69 107 63 101 88 113 99 -9.57 27.90 13.79 3.11 4.40 -2.57 28.29 30.12 -126.40 169.30 76.28 }
{3985 82972 108 69 82 65 64 69 107 63 101 88 113 99 63 83 82 65 64 69 107 63 101 88 113 78 -1.68 -1.40 -9.63 1.20 5.99 -3.41 28.20 30.81 -122.43 162.66 76.03 }
{3987 83009 63 83 82 65 113 69 107 63 101 88 113 78 63 83 109 65 101 69 107 63 101 88 111 78 -1.81 -6.65 -19.28 0.90 3.84 -0.86 28.25 29.94 -118.38 155.88 75.53 }
{3989 83044 63 83 109 65 101 69 107 63 101 88 111 78 63 83 109 65 101 69 107 63 101 88 111 78 -46.55 -20.10 -103.40 -0.21 1.92 -2.80 28.20 34.64 -114.81 162.87 72.59 }
{3991 83080 63 83 96 65 101 69 107 63 101 88 111 78 63 83 96 65 101 69 107 63 101 88 111 78 -23.43 0.66 -153.30 0.96 3.21 1.30 28.20 32.42 -112.33 162.75 67.72 }
{3993 83113 63 83 96 65 101 69 107 63 101 88 111 78 63 78 96 65 101 69 107 114 101 88 111 78 19.29 3.27 -75.43 0.27 4.57 -0.22 28.06 31.82 -108.03 163.39 65.00 }
{3995 83148 63 78 96 65 101 69 107 114 101 88 111 78 63 78 96 95 101 69 107 114 101 88 111 99 -14.64 2.51 -7.89 -0.46 4.80 -1.41 28.15 31.77 -104.70 170.83 64.41 }
{3997 83185 63 78 96 95 101 69 107 114 101 88 111 99 63 78 96 95 101 69 107 114 101 88 111 99 0.16 35.09 -5.30 -0.78 4.19 -2.24 28.15 30.99 -101.20 179.37 64.19 }
{3999 83219 63 78 96 95 101 69 107 114 101 88 111 99 63 78 96 61 101 69 107 114 101 88 114 99 -3.06 16.11 38.64 -2.04 5.11 -2.41 28.20 31.60 -97.84 -174.08 65.54 }
{4001 83254 63 78 96 61 101 69 107 114 101 88 114 99 63 78 96 61 101 69 107 114 101 88 114 61 16.81 -10.21 -5.88 2.63 4.27 -0.41 28.15 31.51 -94.40 -174.58 65.91 }
{4003 83289 63 78 96 61 101 69 107 114 101 88 114 61 63 78 96 61 101 69 107 114 101 88 114 61 24.00 4.01 -107.88 2.52 4.08 0.67 28.20 31.13 -90.70 178.22 62.38 }
{4005 83324 63 68 96 61 101 69 107 114 101 88 114 61 63 68 96 61 101 69 107 114 101 88 114 61 39.26 -3.69 -112.69 -1.63 1.71 -1.82 28.15 28.82 -86.03 -175.33 58.46 }
{4007 83359 63 68 96 61 101 69 107 114 101 88 114 61 63 68 96 61 101 69 107 114 101 88 114 61 -50.22 -38.88 -28.20 -0.00 4.32 -0.51 28.11 34.45 -84.39 -177.16 57.14 }
{4009 83394 63 68 96 61 101 69 107 114 101 88 114 61 63 68 96 61 101 69 107 114 101 88 114 61 -40.55 5.91 34.41 -0.05 0.26 0.86 28.20 29.87 -90.22 -170.91 58.54 }
{4011 83428 63 68 96 61 101 69 107 114 101 88 114 61 63 68 96 61 101 69 107 114 101 88 114 61 18.17 6.83 -0.47 -0.62 1.38 -2.14 28.20 30.30 -93.31 -164.37 58.79 }
{4013 83463 117 68 96 61 101 69 107 114 101 72 114 61 117 68 96 61 101 69 107 114 101 72 114 61 -19.90 -19.38 -7.16 0.38 3.76 -1.65 28.15 31.24 -90.64 -165.83 58.64 }
{4015 83499 117 68 96 61 101 69 107 114 84 72 114 61 117 68 96 61 101 69 107 114 84 72 114 61 2.97 8.19 53.13 1.77 0.88 -0.83 28.25 29.16 -87.66 -173.70 60.44 }
{4017 83533 117 68 96 61 101 69 107 114 84 72 114 61 117 68 96 61 101 69 107 114 84 72 114 61 102.32 -4.36 119.41 -1.50 2.58 1.60 28.11 30.88 -81.93 -166.77 64.56 }
{4019 83568 117 68 96 61 101 69 107 114 73 60 114 61 117 68 96 61 101 69 107 114 73 60 114 61 5.03 14.46 85.19 -0.90 3.85 -1.88 28.20 31.95 -78.43 -160.37 67.51 }
{4021 83602 117 68 96 61 101 69 107 114 73 60 114 61 117 68 96 61 101 69 107 114 73 60 114 61 -62.61 -15.93 43.82 0.89 3.05 -0.20 28.11 32.62 -78.06 -162.49 69.06 }
{4023 83637 117 68 96 61 101 69 107 114 73 60 114 61 117 68 96 61 101 69 107 114 73 60 114 61 -14.07 10.33 58.89 0.38 2.96 -0.54 28.15 30.92 -75.90 -162.82 71.30 }
{4025 83673 117 68 96 61 101 69 107 114 73 60 114 61 117 68 96 61 101 69 107 114 73 60 114 61 -59.60 4.17 23.77 0.45 5.10 -1.97 28.20 32.02 -75.59 -163.68 72.16 }
{4027 83706 117 68 96 61 101 69 107 114 73 60 114 61 117 68 113 61 101 69 107 114 73 60 100 61 -57.81 13.99 43.01 0.18 5.56 -1.35 28.25 35.31 -75.46 -171.28 73.57 }
{4029 83743 117 68 113 61 101 69 107 114 73 60 100 61 117 68 113 61 101 69 107 114 73 60 100 61 -39.22 -3.90 16.09 0.59 6.48 -0.36 28.25 34.52 -75.10 -178.81 74.32 }
{4031 83778 117 68 113 61 101 69 107 114 73 60 100 61 117 68 113 61 101 69 107 114 73 60 100 61 2.40 -11.41 8.58 1.11 5.66 -1.16 28.20 33.59 -73.35 173.68 74.76 }
{4033 83814 117 68 113 61 101 69 107 114 73 60 100 61 117 68 113 61 101 69 107 114 73 60 100 61 3.48 -12.19 -9.40 1.44 5.54 -1.33 28.06 34.17 -71.48 166.44 74.57 }
{4035 83848 117 68 113 61 101 69 107 114 73 60 100 61 117 68 65 61 101 69 107 114 73 60 100 61 -4.52 -2.61 -11.47 1.19 3.98 -0.16 28.25 34.93 -69.62 159.70 74.22 }
{4037 83884 117 68 65 61 101 69 107 114 73 60 100 61 117 68 65 61 101 69 107 114 73 60 100 61 16.26 -5.28 -2.93 0.67 3.07 -1.48 28.15 34.59 -67.14 153.18 74.01 }
{4039 83919 117 68 65 61 101 69 107 114 73 60 100 61 117 68 65 61 101 69 107 114 73 60 100 61 -9.42 36.81 -12.35 1.33 4.98 0.85 28.15 34.99 -65.58 148.13 73.74 }
{4041 83955 117 68 65 61 101 69 107 114 73 60 100 61 117 68 65 61 101 69 107 114 73 60 100 61 -1.74 65.52 -10.23 0.34 4.40 -0.19 28.20 34.10 -64.24 158.35 73.32 }
{4043 83991 117 68 65 61 101 69 107 114 73 60 100 117 117 68 65 61 101 69 107 114 73 60 100 117 56.71 -9.44 -12.79 -0.60 5.48 -3.88 28.11 36.00 -60.52 165.95 72.75 }
{4045 84027 117 68 65 61 101 69 107 114 73 60 100 117 117 68 65 61 101 69 107 114 106 60 100 117 -21.34 8.43 29.59 0.20 5.15 -2.79 28.15 36.35 -59.30 173.51 73.46 }
{4047 84063 117 68 65 61 101 69 107 114 106 60 100 117 117 68 65 61 101 69 107 114 106 60 100 117 -47.87 7.21 60.02 0.08 5.91 -0.11 28.25 33.58 -59.50 -179.31 75.44 }
{4049 84099 117 68 65 61 101 69 107 71 113 60 100 117 117 68 65 61 101 69 107 71 73 60 100 99 -65.11 36.27 57.83 1.53 5.65 -2.08 28.15 31.26 -59.68 -178.49 77.78 }
{4051 84134 117 68 65 61 101 69 107 71 73 60 100 99 117 68 65 61 101 69 107 71 73 60 100 99 56.60 -22.88 44.87 1.90 4.37 3.30 28.20 30.90 -58.09 174.26 79.27 }
{4053 84169 117 68 65 61 101 69 107 71 73 60 100 99 117 68 65 61 101 69 107 71 73 60 100 99 113.53 24.69 31.31 1.93 3.96 -4.27 28.15 30.10 -53.58 167.78 80.53 }
{4055 84202 117 68 65 61 101 69 107 71 73 60 100 99 117 68 65 61 101 69 107 71 73 104 100 60 -28.27 0.72 -9.48 2.06 4.15 -3.20 28.11 30.75 -52.59 161.37 80.41 }
{4057 84239 117 68 65 61 101 69 107 71 73 104 82 60 117 106 65 61 101 69 107 71 61 104 82 60 45.18 -14.94 -31.30 -0.95 0.53 0.04 28.11 29.67 -49.68 161.46 79.79 }
{4059 84276 117 106 65 61 101 69 78 71 98 104 82 60 117 106 65 61 101 69 78 71 98 104 82 60 -21.72 -160.24 -86.27 0.24 1.03 10.87 28.15 29.59 -52.95 159.72 76.98 }
{4061 84308 117 106 65 61 101 69 78 71 98 104 82 60 117 106 65 61 101 69 78 71 97 91 82 60 123.29 2.45 -85.34 -0.17 2.49 4.31 28.20 30.43 -47.90 158.63 76.36 }
{4063 84345 117 106 65 61 101 69 78 71 97 103 82 60 117 106 65 61 101 69 78 71 97 103 82 60 -49.42 0.27 -93.97 1.69 5.32 -0.49 28.25 30.50 -48.24 160.11 72.73 }
{4065 84379 117 106 65 61 101 69 78 71 97 103 82 60 117 106 65 61 101 63 78 96 97 103 82 60 -43.84 -5.67 -17.27 -2.37 0.82 -3.33 28.15 30.54 -51.68 162.72 71.93 }
{4067 84414 117 106 65 61 101 63 78 96 97 103 82 60 117 106 65 61 101 63 78 96 97 103 82 60 27.15 8.68 13.48 1.06 3.42 -4.46 28.20 30.79 -48.60 163.32 72.61 }
{4069 84449 117 106 100 61 101 63 78 96 97 103 82 60 117 106 100 61 101 63 78 96 97 103 82 60 -86.35 5.20 19.22 -0.02 1.74 -1.42 28.25 30.05 -49.94 171.08 73.37 }
{4071 84483 117 106 100 61 101 63 78 96 97 103 82 60 117 106 100 61 101 63 78 96 97 103 82 60 -6.81 -17.15 17.21 -0.63 3.84 0.02 28.11 30.90 -49.36 177.86 73.84 }
{4073 84518 117 106 100 61 101 63 118 96 97 103 82 60 117 106 100 61 101 109 118 96 69 103 82 60 -5.95 -24.62 -8.81 0.48 4.77 -0.82 28.15 29.92 -48.36 177.03 73.69 }
{4075 84553 117 106 100 61 101 109 118 96 69 103 82 60 117 106 100 61 101 109 86 96 69 103 82 60 -26.35 -47.75 13.33 -2.88 4.68 0.72 28.15 29.54 -47.69 -177.82 73.88 }
{4077 84589 117 106 100 61 101 109 86 96 69 103 82 60 117 106 100 61 101 109 86 96 69 103 82 60 136.14 17.07 -44.82 2.04 1.32 1.99 28.11 28.89 -51.19 176.91 73.21 }
{4079 84624 117 106 100 61 101 109 86 96 69 103 82 60 117 106 100 61 101 109 86 96 69 103 87 60 150.16 -11.92 -60.14 -1.23 -0.56 -1.30 28.25 31.48 -57.44 -177.76 70.44 }
{4081 84659 117 106 100 61 101 109 86 96 69 103 87 60 117 106 100 61 64 109 86 96 69 103 87 60 86.02 27.85 27.22 0.68 7.28 -5.22 28.20 31.64 -52.48 -170.78 71.13 }
{4083 84695 117 106 100 61 64 109 86 96 69 103 87 60 117 106 100 61 64 119 86 96 69 103 87 60 -33.84 -10.01 -9.14 -0.13 1.35 -1.76 28.20 31.57 -53.04 -175.80 70.87 }
{4085 84729 117 106 100 61 64 119 86 96 69 103 87 60 117 106 100 61 64 119 116 96 69 103 87 60 -66.35 9.20 3.18 0.38 1.19 -3.97 28.20 32.02 -59.67 -176.49 71.07 }
{4087 84764 117 106 100 61 64 119 116 96 69 103 87 60 117 106 100 61 64 119 116 96 117 103 87 60 3.58 -5.73 -1.51 -1.60 3.29 -0.31 28.15 31.75 -57.84 -170.21 71.00 }
{4089 84800 117 106 100 61 64 119 116 96 117 103 87 60 117 106 100 61 64 119 116 96 117 103 87 60 -24.38 38.27 46.72 -0.25 3.88 -4.02 28.11 31.21 -56.92 -163.15 72.60 }
{4091 84835 117 106 100 61 64 119 116 96 117 103 87 60 117 106 100 61 64 119 116 96 117 103 87 60 -213.58 50.02 55.71 1.83 1.48 -3.76 28.20 28.96 -61.59 -169.31 74.72 }
{4093 84870 117 106 100 61 64 119 116 96 99 103 87 60 117 106 100 61 64 119 116 96 99 103 87 60 -181.19 28.78 25.77 0.36 -0.23 -1.38 28.20 32.89 -80.41 -169.24 76.13 }
{4095 84904 117 106 100 61 64 119 116 96 99 103 87 60 117 106 100 61 64 119 116 96 99 103 87 60 -70.00 -48.73 11.68 0.18 5.42 0.23 28.11 31.77 -81.25 -164.58 76.91 }
{4097 84941 117 106 67 61 64 119 116 96 119 103 87 60 117 106 67 61 64 119 116 96 119 103 87 60 -33.51 -16.22 1.44 0.80 5.77 2.12 28.15 32.67 -80.94 -173.07 77.05 }
{4099 84975 117 106 67 61 64 119 116 96 119 103 87 60 117 106 67 61 64 119 116 96 119 103 87 60 37.00 25.64 -0.40 0.11 5.06 2.49 28.11 31.66 -78.00 179.80 77.29 }
{4101 85010 117 106 99 61 64 119 116 96 119 103 99 89 117 106 99 61 64 119 116 96 119 103 99 89 18.14 157.44 -19.72 1.41 5.61 -1.70 28.25 30.66 -75.04 177.60 76.73 }
{4103 85044 117 106 99 61 64 119 116 96 119 103 99 89 117 106 99 61 64 119 116 96 119 103 99 89 72.69 23.03 -16.98 -2.08 8.05 -1.48 28.25 32.87 -70.93 -174.44 76.32 }
{4105 85080 117 106 99 61 64 119 116 96 119 103 99 89 117 106 99 61 64 119 116 96 119 103 99 89 30.16 25.65 -4.15 0.56 3.54 -2.85 28.25 29.92 -67.85 178.93 76.40 }
{4107 85114 117 106 99 61 64 119 116 96 119 103 99 89 117 106 99 61 64 119 116 96 119 103 99 89 -37.60 -39.22 -34.46 1.50 2.36 -4.06 28.20 29.36 -66.43 171.04 75.67 }
