N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{528 25937 89 91 94 93 86 84 87 86 97 88 85 87 83 99 99 99 96 81 87 93 99 88 84 80 2.54 -1.12 3.94 0.67 0.62 -0.87 29.14 64.42 20.69 20.19 -16.03 }
{532 26091 85 95 98 97 90 81 87 90 99 88 84 83 83 99 99 99 96 81 87 93 99 88 84 80 0.16 -1.02 -4.58 1.37 -0.48 -1.32 29.19 63.93 26.21 18.69 -15.36 }
{536 26250 83 94 96 95 88 84 90 88 96 89 86 85 83 94 96 89 87 94 99 84 91 89 86 87 1.01 0.04 0.90 0.97 0.54 -1.42 29.24 67.91 24.04 16.71 -15.50 }
{540 26403 84 93 95 91 88 88 94 86 92 90 87 88 89 87 93 81 95 96 94 95 91 92 88 98 0.61 -0.33 0.64 1.00 1.01 -0.99 29.09 68.04 22.56 15.15 -14.46 }
{544 26557 88 89 93 87 92 92 94 90 91 92 88 92 89 87 93 81 95 96 94 95 91 92 88 98 -3.66 2.34 4.21 0.87 0.65 -1.32 29.14 68.33 20.53 13.44 -15.23 }
{548 26712 89 87 93 83 95 96 94 94 91 92 88 96 89 87 93 81 95 96 94 95 91 92 88 98 8.58 2.49 -5.10 2.25 0.76 -0.46 29.14 64.60 20.29 19.13 -14.33 }
{552 26868 87 90 90 85 92 93 92 92 92 89 91 94 87 97 89 86 90 91 92 83 92 81 91 90 4.94 2.40 1.82 1.77 0.19 -1.67 29.19 62.88 19.10 17.28 -14.77 }
{556 27022 90 88 90 83 94 94 92 94 90 91 94 96 93 88 90 80 99 94 92 94 90 92 99 97 2.10 1.20 -1.47 1.50 0.28 -1.56 29.28 64.46 18.07 16.07 -14.61 }
{560 27174 93 88 90 80 98 94 92 94 90 92 98 97 93 88 90 80 99 94 92 94 90 92 99 97 -3.13 -0.33 2.15 1.11 0.11 -1.73 29.24 63.28 17.12 14.38 -14.59 }
{564 27330 93 88 90 80 99 94 92 94 90 92 99 97 92 92 83 81 93 82 81 96 98 91 80 96 1.82 -1.84 -3.40 1.39 0.43 -1.13 29.14 64.53 15.59 13.08 -14.57 }
{568 27488 92 92 86 81 95 90 88 96 94 91 95 96 92 92 83 81 93 82 81 96 98 91 80 96 2.68 -0.41 -2.92 1.23 0.24 -1.08 29.14 63.71 14.57 11.71 -14.60 }
{572 27643 92 92 83 81 93 86 84 96 98 91 91 96 92 92 83 81 93 82 81 96 98 91 80 96 -7.66 -3.09 -5.59 1.21 0.47 -1.67 29.14 64.67 13.32 10.84 -14.32 }
{576 27802 89 95 86 84 95 88 86 99 95 94 88 93 84 99 89 84 95 90 96 99 80 98 88 92 2.36 -0.85 0.98 1.08 1.09 -1.07 29.19 64.26 19.20 9.96 -14.36 }
{580 27957 85 93 84 87 92 86 90 99 97 98 85 89 80 82 80 89 85 83 95 99 98 99 81 82 1.48 1.26 -6.27 0.70 0.34 -2.18 29.19 65.42 24.30 8.92 -13.79 }
{584 28108 81 89 80 89 88 83 94 99 98 99 81 85 80 82 80 89 85 83 95 99 98 99 81 82 0.51 2.30 5.70 0.14 0.89 0.90 29.19 63.53 22.77 15.25 -13.18 }
{588 28260 80 85 80 89 85 83 95 99 98 99 81 82 80 82 80 89 85 83 95 99 98 99 81 82 10.86 2.48 -4.50 0.88 1.05 -0.96 29.24 64.67 27.45 13.72 -13.79 }
{592 28419 83 81 81 90 88 86 92 96 95 96 84 85 94 80 81 90 88 91 84 89 95 89 90 92 2.40 -0.54 0.28 1.47 1.02 -1.52 29.24 64.37 25.31 12.48 -13.71 }
{596 28572 87 80 81 90 88 90 88 92 95 92 88 89 94 80 81 90 88 91 84 89 95 89 90 92 8.94 5.00 11.62 1.25 0.47 -0.82 29.05 64.73 22.87 10.92 -14.45 }
{600 28729 85 83 84 91 85 88 89 90 94 90 92 87 85 99 90 91 83 86 89 90 94 90 92 84 4.31 2.56 10.43 1.26 0.83 -1.15 29.19 64.18 20.33 9.62 -14.19 }
{604 28883 82 87 82 88 81 85 92 89 91 87 89 89 81 99 80 82 81 85 94 89 90 82 80 93 -5.98 -2.33 6.49 0.55 1.52 -1.49 29.14 64.80 25.56 8.38 -14.54 }
{608 29036 81 91 80 84 81 85 94 89 90 83 85 93 81 99 80 82 81 85 94 89 90 82 80 93 -3.87 4.16 0.02 2.23 1.58 -1.30 29.28 64.71 30.65 7.89 -13.51 }
{612 29189 81 95 80 82 81 85 94 89 90 82 81 93 81 99 80 82 81 85 94 89 90 82 80 93 -0.61 1.29 -5.21 1.65 1.14 -1.90 29.19 64.04 35.25 7.19 -13.41 }
{616 29346 82 93 83 85 83 82 97 92 93 84 83 96 82 81 86 88 83 82 99 97 93 84 98 96 -0.59 1.10 7.89 0.97 1.78 -1.18 29.24 65.23 39.41 6.31 -13.36 }
{620 29497 82 89 86 88 83 82 99 96 93 84 87 96 82 81 86 88 83 82 99 97 93 84 98 96 6.00 0.25 1.97 1.31 1.19 -1.20 29.24 62.56 36.55 5.49 -12.65 }
{624 29650 82 85 86 88 83 82 99 97 93 84 91 96 82 81 86 88 83 82 99 97 93 84 98 96 4.65 -0.68 -1.68 1.33 1.08 -1.11 29.19 63.52 33.76 5.19 -12.11 }
{628 29808 81 87 89 89 86 80 96 94 96 87 89 93 81 95 96 89 88 80 82 92 96 87 86 91 1.36 -2.30 -4.17 1.13 1.00 -1.60 29.19 64.02 31.06 4.59 -11.94 }
{632 29962 81 91 93 89 88 80 92 92 96 87 86 91 81 95 96 89 88 80 82 92 96 87 86 91 3.87 -2.68 -5.76 1.07 1.14 -0.94 29.19 66.01 49.18 3.97 -12.48 }
{636 30118 84 89 96 86 87 83 88 93 93 85 83 93 91 83 96 85 87 93 86 93 92 85 80 93 5.30 -0.54 -1.43 1.33 0.55 -1.15 29.09 63.01 45.58 3.42 -12.34 }
{640 30271 88 85 96 85 87 87 86 93 92 85 80 93 91 83 96 85 87 93 86 93 92 85 80 93 6.69 -0.96 1.51 0.96 0.39 -1.27 29.14 64.69 42.17 2.63 -12.29 }
{644 30428 92 87 99 88 90 91 83 96 89 88 83 92 93 95 99 91 98 94 80 98 89 95 98 92 1.65 -2.28 -5.72 0.72 -0.52 -0.54 29.09 64.18 39.05 1.92 -12.37 }
{648 30576 93 91 99 91 94 94 80 98 89 92 87 92 93 95 99 91 98 94 80 98 89 95 98 92 5.32 -0.18 -0.43 0.85 0.09 -0.77 29.28 65.00 38.01 6.44 -12.01 }
{652 30736 93 95 99 91 98 94 80 98 89 95 91 92 82 96 96 86 93 84 84 92 99 82 88 99 6.25 -0.33 -1.94 1.16 -0.07 -1.26 29.14 64.78 35.67 5.45 -12.20 }
{656 30893 89 96 96 87 94 90 84 94 93 91 88 96 82 96 96 86 93 84 84 92 99 82 88 99 -3.55 -0.62 -0.44 1.27 0.71 -1.18 29.24 64.73 32.86 4.82 -12.21 }
{660 31050 85 96 93 89 90 86 87 96 92 87 88 94 85 96 87 92 88 80 90 98 92 85 88 80 -1.35 1.15 10.53 1.25 0.69 -2.04 29.09 64.40 30.43 4.13 -12.73 }
{664 31205 88 93 89 92 86 88 85 94 93 89 91 96 92 83 83 92 81 89 81 86 93 89 91 97 7.19 6.92 1.56 2.40 1.49 -1.61 29.24 65.05 35.28 10.44 -13.21 }
{668 31357 92 89 85 92 82 89 81 90 93 89 91 97 92 83 83 92 81 89 81 86 93 89 91 97 3.74 -3.84 -3.82 1.10 0.75 -1.87 29.19 63.44 33.16 9.22 -13.13 }
{672 31514 89 91 87 94 84 92 84 92 90 92 94 94 86 96 96 94 94 94 95 97 86 97 97 80 1.78 0.91 -0.05 1.25 0.12 -1.64 29.19 63.37 30.61 8.36 -13.03 }
{676 31667 86 95 91 94 88 94 88 96 86 96 97 90 86 96 96 94 94 94 95 97 86 97 97 80 2.84 -3.09 -9.16 0.99 0.08 -1.76 29.14 64.84 35.07 7.89 -11.51 }
{680 31823 89 93 94 91 92 91 86 94 89 94 99 89 91 91 94 83 97 84 84 93 90 87 99 89 -1.13 -4.97 -2.14 0.90 -0.41 -0.99 29.28 64.55 31.86 7.03 -11.00 }
{684 31973 91 91 94 87 96 87 84 93 90 90 99 89 84 84 91 92 99 94 87 83 80 99 90 93 1.99 -0.70 4.81 1.40 0.15 -1.80 29.24 65.42 31.10 11.27 -10.91 }
{688 32134 87 87 91 91 99 91 87 89 86 94 95 93 84 84 91 92 99 94 87 83 80 99 90 93 -1.84 -2.59 -2.18 0.94 0.06 -1.47 29.09 66.07 28.83 10.03 -10.62 }
{692 32290 84 84 91 92 99 94 87 85 82 98 91 93 84 84 91 92 99 94 87 83 80 99 90 93 14.61 1.87 -7.60 0.27 0.15 -0.67 29.28 64.22 26.25 8.85 -11.66 }
{696 32447 81 85 93 89 96 93 84 87 84 96 87 90 81 85 93 89 96 93 81 98 91 83 80 88 1.74 -2.90 -9.57 1.47 -0.42 -0.56 29.19 64.22 24.87 8.26 -12.08 }
{700 32601 81 85 93 89 96 93 81 91 88 92 83 88 81 85 93 89 96 93 81 98 91 83 80 88 5.88 -0.65 -9.22 1.43 -0.39 -0.83 29.28 63.99 23.82 7.35 -12.60 }
{704 32756 81 85 93 89 96 93 81 95 91 88 80 88 81 85 93 89 96 93 81 98 91 83 80 88 -1.46 0.95 -2.46 1.74 0.58 -1.54 29.14 65.34 22.19 6.67 -12.37 }
{708 32914 84 88 96 86 93 91 84 93 90 90 82 91 86 92 99 81 84 91 92 85 90 94 82 96 2.23 -0.15 -1.19 1.21 0.72 -1.72 29.19 64.47 20.86 5.93 -12.35 }
{712 33068 86 92 99 82 89 91 88 89 90 94 82 95 86 92 99 81 84 91 92 85 90 94 82 96 -0.94 0.27 5.80 0.48 0.54 -1.20 29.09 63.64 19.88 4.88 -11.31 }
{716 33220 86 92 99 81 85 91 92 85 90 94 82 96 86 92 99 81 84 91 92 85 90 94 82 96 3.55 2.17 8.03 1.60 1.00 -1.42 29.24 64.66 17.73 4.20 -11.38 }
{720 33376 86 93 96 84 87 94 89 88 88 97 85 93 86 93 84 91 99 95 89 88 88 98 97 83 -0.73 -1.19 -3.89 1.54 0.16 -1.30 29.24 65.23 16.33 3.66 -11.23 }
{724 33529 86 93 92 88 91 95 89 88 88 98 89 89 86 93 84 91 99 95 89 88 88 98 97 83 4.78 -0.51 -3.77 1.38 0.28 -1.57 29.33 65.31 15.61 3.11 -11.28 }
{728 33684 86 93 88 91 95 95 89 88 88 98 93 85 86 93 84 91 99 95 89 88 88 98 97 83 -1.97 -1.20 0.00 1.54 0.16 -2.24 29.19 65.45 14.86 2.81 -11.16 }
{732 33842 88 90 86 88 93 98 92 89 91 95 96 87 88 89 86 88 86 99 95 89 96 88 96 99 5.73 3.33 7.71 0.87 0.22 -0.95 29.14 65.04 14.03 2.21 -11.09 }
{736 33992 88 89 86 88 89 99 95 89 95 91 96 91 88 89 86 88 86 99 95 89 96 88 96 99 -3.49 0.78 3.01 1.41 0.53 -0.45 29.19 64.67 12.37 2.28 -9.34 }
{740 34145 88 89 86 88 86 99 95 89 96 88 96 95 97 96 98 91 83 98 80 88 81 91 98 97 5.62 4.08 4.35 1.95 0.60 -1.80 29.24 65.00 11.87 2.07 -9.82 }
{744 34297 92 93 90 91 83 98 91 88 92 91 98 97 97 96 98 91 83 98 80 88 81 91 98 97 3.12 -0.33 1.63 1.30 0.33 -0.96 29.24 63.39 11.10 1.89 -9.76 }
{748 34452 90 97 88 88 86 95 88 88 94 94 95 97 81 98 88 83 95 86 88 88 99 99 83 97 1.88 1.03 -7.19 1.68 0.27 -0.41 29.14 64.31 10.43 1.33 -10.40 }
{752 34605 86 98 88 84 90 91 88 88 98 98 91 97 81 98 88 83 95 86 88 88 99 99 83 97 -5.05 0.81 -6.32 2.00 0.92 -2.11 29.14 65.02 8.68 1.31 -10.01 }
{756 34759 88 98 91 86 91 93 85 85 96 99 91 95 93 98 93 95 91 95 84 82 92 99 91 95 0.49 -4.02 -8.27 1.02 0.67 -1.61 29.19 66.61 8.26 1.08 -9.55 }
{760 34911 92 98 93 90 91 95 84 82 92 99 91 95 93 98 93 95 91 95 84 82 92 99 91 95 0.37 -1.84 1.05 -0.28 0.34 -1.08 29.28 65.83 14.14 7.82 -9.34 }
{764 35066 90 95 94 90 94 92 85 85 95 96 88 92 88 90 94 90 98 85 85 99 95 87 87 83 1.99 -0.10 0.37 1.49 0.19 -1.58 29.14 65.61 13.16 6.76 -9.38 }
{768 35220 86 94 91 93 92 94 88 89 92 93 86 93 86 94 83 95 84 95 96 99 84 93 86 93 -0.32 1.33 -1.85 0.89 0.44 -1.79 29.24 66.16 12.38 6.14 -9.05 }
{772 35372 86 94 87 95 88 95 92 93 88 93 86 93 86 94 83 95 84 95 96 99 84 93 86 93 2.08 -0.44 2.29 1.61 0.46 -0.88 29.24 65.92 11.46 5.32 -8.69 }
{776 35526 87 94 89 92 85 92 90 91 90 92 83 90 87 94 90 87 85 90 82 85 94 92 81 85 5.35 4.01 2.43 1.42 0.76 -1.34 29.14 64.28 10.93 4.90 -8.58 }
{780 35677 87 94 90 88 85 90 86 87 94 92 81 86 87 94 90 87 85 90 82 85 94 92 81 85 0.36 -1.41 -5.92 1.28 0.39 -1.04 29.28 64.71 10.02 4.31 -8.75 }
{784 35829 87 94 90 87 85 90 82 85 94 92 81 85 87 94 90 87 85 90 82 85 94 92 81 85 3.50 -1.70 -3.85 1.35 0.33 -1.25 29.09 64.17 9.21 3.95 -8.52 }
{788 35985 86 91 87 90 83 90 85 82 91 89 84 88 86 80 80 92 83 90 85 80 85 87 84 88 0.84 -1.60 -1.22 1.27 0.47 -1.56 29.28 66.76 8.76 3.41 -8.53 }
{792 36135 86 87 83 92 83 90 85 80 87 87 84 88 86 80 80 92 83 90 85 80 85 87 84 88 4.40 1.94 8.43 1.87 0.50 -1.37 29.24 66.09 8.48 2.95 -7.32 }
{796 36286 86 83 80 92 83 90 85 80 85 87 84 88 86 80 80 92 83 90 85 80 85 87 84 88 3.41 -3.61 0.43 1.15 0.60 -1.57 29.09 65.49 8.04 2.58 -6.82 }
{800 36441 86 80 83 95 82 88 83 83 88 84 87 91 86 80 95 99 82 88 83 97 96 82 89 98 0.98 1.12 2.05 1.16 0.51 -1.18 29.24 65.49 7.49 2.36 -6.70 }
{804 36591 89 82 87 93 85 91 81 87 92 82 86 89 89 82 95 85 99 91 81 94 94 82 86 83 1.94 0.85 2.52 0.89 -0.00 -1.45 29.19 64.51 19.48 1.10 -6.79 }
{808 36744 92 81 90 89 89 94 82 91 96 80 88 85 99 81 90 84 95 98 82 91 96 80 88 84 5.06 3.55 -3.05 1.75 -0.18 -1.58 29.24 66.41 18.27 0.80 -7.21 }
{812 36898 90 84 93 85 93 96 85 88 93 82 91 87 88 91 97 80 94 96 99 85 93 82 99 94 -2.13 -0.04 6.43 1.49 0.82 -1.56 29.19 65.34 24.03 0.58 -7.16 }
{816 37052 86 88 91 82 93 93 89 88 91 85 89 91 86 96 90 82 93 93 95 88 91 98 81 91 -6.30 -2.16 6.18 1.05 1.09 -0.74 29.24 65.38 21.98 0.52 -6.70 }
{820 37203 86 92 90 82 93 93 93 88 91 89 85 91 86 96 90 82 93 93 95 88 91 98 81 91 10.74 1.46 -0.15 1.79 0.60 -2.69 29.19 65.14 20.86 0.46 -7.14 }
{824 37358 86 96 90 82 93 93 95 88 91 93 81 91 86 96 90 82 93 93 95 88 91 98 81 91 2.86 -1.61 -0.24 1.00 0.33 -1.16 29.19 63.48 19.72 0.45 -7.39 }
{828 37514 84 97 92 83 95 91 93 90 93 93 83 89 80 97 92 83 95 88 93 95 96 91 87 89 0.71 -2.45 -1.30 1.26 0.91 -1.22 29.28 64.82 18.51 0.21 -6.92 }
{832 37668 86 94 89 86 92 93 90 94 91 89 87 92 94 88 83 99 86 94 87 97 83 81 87 94 3.78 -3.11 -6.64 1.52 0.37 -1.23 29.24 65.67 17.34 0.02 -6.87 }
{836 37820 90 90 85 90 88 94 87 97 87 85 87 94 94 88 83 99 86 94 87 97 83 81 87 94 12.63 -5.51 3.12 1.84 0.30 -0.78 29.19 63.90 15.92 13.82 -6.11 }
{840 37975 94 88 83 94 86 94 87 97 83 81 87 94 94 88 83 99 86 94 87 97 83 81 87 94 1.52 1.70 12.41 1.83 1.06 -1.27 29.19 65.05 14.30 12.10 -6.57 }
{844 38130 96 91 86 92 83 91 90 94 84 82 84 91 96 99 98 90 83 86 96 85 84 82 83 81 4.55 -0.62 3.05 0.68 0.44 -1.33 29.24 64.46 13.19 10.83 -5.81 }
{848 38283 96 95 90 90 83 87 94 90 84 82 83 87 96 99 98 90 83 86 96 85 84 82 83 81 -20.65 -3.61 -3.10 0.22 -0.14 -2.09 29.14 64.91 12.35 9.67 -5.48 }
{852 38439 96 99 94 90 83 86 96 86 84 82 83 83 96 99 98 90 83 86 96 85 84 82 83 81 -7.19 -0.57 -1.22 0.24 0.54 -0.98 29.24 67.35 11.77 8.98 -4.72 }
{856 38597 93 96 95 93 86 88 93 88 87 85 86 85 91 82 95 96 94 88 80 91 90 95 94 92 4.11 -2.18 -4.55 0.84 0.40 -1.18 29.19 66.21 10.79 8.01 -4.95 }
{860 38749 91 92 95 96 90 88 89 91 90 89 90 89 91 82 95 96 94 88 80 91 90 95 94 92 4.63 -1.69 0.34 1.15 0.57 -1.77 29.19 66.99 9.87 7.20 -5.25 }
{864 38900 91 88 95 96 94 88 85 91 90 93 94 92 91 82 95 96 94 88 80 91 90 95 94 92 -0.45 -3.93 -6.08 1.12 0.51 -2.11 29.09 67.39 8.96 6.65 -5.29 }
{868 39057 94 89 92 99 91 90 87 89 93 91 97 89 97 89 85 99 81 90 88 89 99 87 99 86 5.48 -0.97 1.74 1.33 0.18 -1.42 29.14 67.66 8.50 5.84 -5.32 }
{872 39206 97 89 88 99 87 90 88 89 97 87 99 86 97 89 85 99 81 90 88 89 99 87 99 86 6.46 3.38 -0.63 1.39 -0.01 -0.66 29.24 67.77 8.67 4.95 -5.03 }
{876 39359 97 89 85 99 83 90 88 89 99 87 99 86 97 89 85 99 81 90 88 89 99 87 99 86 6.23 3.14 2.28 0.48 0.48 -1.73 29.19 67.88 14.71 4.76 -4.04 }
{880 39514 95 91 85 97 83 90 86 87 98 85 97 86 82 93 80 96 94 97 81 81 98 85 92 80 2.31 -0.41 -1.68 1.43 0.63 -1.33 29.14 67.28 13.50 4.36 -3.64 }
{884 39665 91 93 81 96 87 94 82 83 98 85 93 82 82 93 80 96 94 97 81 81 98 85 92 80 -1.81 2.74 -10.44 1.32 0.09 -1.34 29.19 69.29 12.30 3.78 -4.71 }
{888 39822 87 90 83 95 91 92 83 82 95 82 89 84 81 82 84 95 95 92 83 82 93 81 81 99 -5.14 -1.89 -6.81 1.11 0.60 -1.23 29.24 66.18 18.05 3.01 -5.18 }
{892 39976 83 89 87 92 89 92 86 85 91 84 91 88 90 84 91 96 81 84 85 82 93 83 96 98 2.78 -0.59 -0.67 1.25 0.88 -1.35 29.14 66.38 23.04 2.10 -5.54 }
{896 40129 87 85 91 96 85 88 85 82 93 83 95 92 90 84 91 96 81 84 85 82 93 83 96 98 2.29 -0.44 2.72 1.61 1.01 -0.37 29.28 65.98 28.45 1.59 -5.93 }
{900 40282 90 84 91 96 81 84 85 82 93 83 96 96 90 84 91 96 81 84 85 82 93 83 96 98 3.35 3.10 9.73 1.51 0.82 -1.29 29.19 66.90 28.41 1.51 -5.64 }
{904 40435 88 83 94 93 83 87 88 85 96 86 93 97 88 83 99 82 83 90 99 92 97 92 82 97 2.69 -5.11 -2.44 0.68 0.77 -1.13 29.19 66.88 26.06 1.10 -5.62 }
{908 40588 88 83 98 89 83 90 92 89 97 90 89 97 88 83 99 82 83 90 99 92 97 92 82 97 -1.16 -3.00 -5.51 1.13 0.63 -2.13 29.19 67.39 24.31 0.82 -4.76 }
{912 40744 91 86 99 90 86 93 96 87 94 90 85 94 93 90 99 90 91 95 98 82 85 90 82 88 6.78 5.67 0.49 1.81 0.82 -0.90 29.14 66.41 22.42 0.95 -4.27 }
{916 40894 93 90 99 90 90 95 98 83 90 90 82 90 93 90 99 90 91 95 98 82 85 90 82 88 5.27 -3.49 -0.17 0.62 0.05 -1.37 29.24 65.74 20.54 0.37 -4.78 }
{920 41048 93 90 99 90 91 95 98 82 86 90 82 88 93 90 99 90 91 95 98 82 85 90 82 88 17.06 -3.28 11.01 0.85 0.66 -1.47 29.24 66.39 20.57 0.77 -4.15 }
{924 41204 96 89 96 90 91 92 95 85 88 93 85 85 99 89 93 90 91 85 82 97 93 99 96 84 6.78 -0.33 0.12 1.49 -0.15 -1.62 29.28 66.74 19.25 0.48 -4.22 }
{928 41357 99 89 93 90 91 88 91 89 92 97 89 84 99 89 93 90 91 85 82 97 93 99 96 84 3.27 -0.36 -3.16 1.64 0.14 -1.32 29.33 65.92 18.55 0.43 -3.59 }
{932 41512 96 86 95 89 94 84 87 92 94 95 87 87 82 83 95 89 97 82 84 92 94 86 87 95 -0.90 -0.10 -11.50 1.92 0.76 -1.79 29.14 66.50 17.62 0.56 -3.08 }
{936 41667 92 83 95 89 97 82 84 92 94 91 87 91 82 83 95 89 97 82 84 92 94 86 87 95 1.15 -2.45 -4.59 1.56 0.69 -2.11 29.19 66.28 16.22 0.56 -2.52 }
{940 41821 88 83 95 89 97 82 84 92 94 87 87 95 82 83 95 89 97 82 84 92 94 86 87 95 -3.75 1.23 5.13 1.20 0.23 -1.07 29.24 65.76 27.97 -0.11 -2.66 }
{944 41977 90 86 92 89 94 85 87 95 91 83 86 92 92 86 82 89 86 89 99 98 90 83 86 83 1.76 -0.22 -1.01 1.37 0.96 -1.06 29.09 66.72 25.60 -0.38 -2.64 }
{948 42132 88 89 88 92 91 89 85 93 93 83 89 88 85 98 87 97 91 96 81 83 94 83 92 82 12.95 6.81 -6.78 1.62 0.89 -0.63 29.19 67.75 24.59 -0.78 -3.15 }
{952 42286 85 93 87 96 91 93 81 89 94 83 92 84 85 98 87 97 91 96 81 83 94 83 92 82 3.41 -1.86 -11.94 1.40 0.45 -1.67 29.24 67.24 22.35 -0.77 -4.10 }
{956 42440 85 97 87 97 91 96 81 85 94 83 92 82 85 98 87 97 91 96 81 83 94 83 92 82 -0.33 -0.04 -2.98 1.16 0.06 -1.31 29.24 67.28 20.86 -0.76 -4.26 }
{960 42598 86 97 86 96 92 95 80 84 95 84 91 81 91 91 82 93 93 90 80 84 95 87 90 81 2.72 0.20 -0.46 1.16 0.30 -1.24 29.19 65.25 19.58 -0.91 -4.42 }
{964 42753 86 93 82 98 96 91 83 87 92 86 92 84 86 93 80 99 96 82 98 94 86 86 92 95 1.48 -1.05 -0.67 1.40 0.53 -1.62 29.19 66.25 18.15 -0.94 -4.31 }
{968 42908 89 90 84 96 93 93 87 91 88 89 95 84 97 81 98 94 80 97 87 91 82 92 97 84 2.60 -1.32 1.28 1.24 0.48 -1.76 29.24 66.00 16.94 -0.76 -2.83 }
{972 43060 93 86 88 94 89 97 87 91 84 92 97 84 97 81 98 94 80 97 87 91 82 92 97 84 1.65 -3.63 -5.88 0.19 0.51 -1.06 29.09 68.11 17.01 6.63 -1.83 }
{976 43216 91 87 86 97 91 94 90 88 85 95 94 87 85 87 83 98 99 83 97 81 85 97 85 97 6.11 -2.70 3.27 1.49 -0.09 -1.32 29.24 72.60 15.84 5.69 -2.10 }
{980 43368 87 87 83 98 95 90 94 84 85 97 90 91 85 87 83 98 99 83 97 81 85 97 85 97 -20.87 -4.80 10.95 1.60 0.77 -2.72 29.24 68.76 14.84 5.08 -1.61 }
{984 43526 84 84 86 99 96 86 92 86 82 94 92 89 84 84 99 99 96 80 91 86 82 93 95 89 0.03 -1.52 -0.18 0.76 0.55 -1.03 29.19 66.65 13.14 4.07 -1.63 }
{988 43679 87 87 90 96 96 84 90 89 85 96 95 86 87 97 88 80 84 94 95 83 89 86 85 83 3.58 -1.54 -10.64 0.94 0.07 -0.99 29.24 66.70 12.37 3.91 -0.82 }
{992 43833 87 91 88 92 92 88 94 85 89 92 91 83 87 97 88 80 84 94 95 83 89 86 85 83 5.47 1.23 1.37 1.06 0.35 -1.48 29.14 65.29 11.44 3.37 -0.78 }
{996 43986 90 89 91 88 88 91 92 86 90 88 87 86 92 81 98 84 82 91 80 86 90 83 87 88 11.65 8.30 -7.60 0.32 0.67 -1.60 29.19 66.65 9.33 16.19 -1.72 }
{1000 44138 92 85 95 84 84 91 88 86 90 84 87 88 92 81 98 84 82 91 80 86 90 83 87 88 -5.32 1.26 -1.72 1.39 0.61 -1.73 29.19 67.64 8.76 14.45 -1.29 }
{1004 44295 95 87 93 87 83 94 84 88 93 86 90 85 97 89 85 93 83 96 80 88 99 97 94 85 8.77 1.27 -3.88 1.50 0.27 -1.25 29.19 66.47 8.13 13.01 -1.07 }
{1008 44447 97 89 89 91 83 96 80 88 97 90 94 85 97 89 85 93 83 96 80 88 99 97 94 85 3.35 -3.92 -3.04 1.51 -0.09 -2.18 29.24 70.34 8.28 11.85 -0.76 }
{1012 44605 94 86 87 94 86 93 83 89 95 89 91 86 87 85 87 94 95 88 97 89 95 89 86 86 0.20 -0.07 -3.13 1.66 0.82 -1.90 29.24 68.40 8.45 11.05 -0.14 }
{1016 44758 90 85 87 94 90 89 87 89 95 89 87 86 87 85 87 94 95 88 97 89 95 89 86 86 0.17 -0.57 -1.27 1.38 0.20 -0.69 29.14 68.44 7.84 9.91 -0.32 }
{1020 44911 87 85 87 94 94 88 91 89 95 89 86 86 87 85 87 94 95 88 97 89 95 89 86 86 -6.45 -5.34 -3.92 1.44 0.71 -2.06 29.28 66.81 7.08 9.33 0.22 }
{1024 45067 86 84 88 93 96 87 93 88 96 88 87 87 85 82 98 93 99 83 83 83 99 81 94 94 -0.19 0.22 1.62 0.92 0.54 -0.81 29.19 66.90 6.55 8.38 -0.30 }
{1028 45220 82 86 92 95 94 89 90 90 94 84 85 87 82 96 99 95 90 93 90 92 88 83 81 87 -1.48 2.78 -8.11 1.40 0.52 -1.90 29.09 66.01 6.20 7.74 -0.09 }
{1032 45373 82 90 96 95 90 93 90 92 90 83 81 87 82 96 99 95 90 93 90 92 88 83 81 87 12.61 6.20 0.02 1.16 0.66 -0.14 29.09 67.06 5.75 6.76 -0.17 }
{1036 45526 82 94 99 95 90 93 90 92 88 83 81 87 82 96 99 95 90 93 90 92 88 83 81 87 1.64 0.17 3.54 1.01 -0.03 -1.57 29.14 66.65 5.44 5.74 -0.45 }
{1040 45680 85 98 96 92 93 90 90 95 91 86 84 90 97 98 94 96 88 92 93 80 84 84 93 93 2.74 -2.33 -0.92 1.24 0.48 -1.54 29.19 67.71 5.20 4.95 -0.55 }
{1044 45833 89 98 94 96 89 92 93 91 87 84 88 93 97 98 94 96 88 92 93 80 84 84 93 93 -1.86 0.83 11.74 1.08 0.88 -1.55 29.19 69.56 4.88 4.35 0.25 }
{1048 45987 93 97 91 93 91 93 93 93 83 87 92 90 99 97 89 87 91 93 93 99 80 94 97 84 9.55 -1.17 5.47 1.46 0.57 -1.59 29.14 66.36 4.48 3.83 0.33 }
