N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{559 26127 97 82 96 83 81 81 94 88 84 95 87 83 97 82 96 83 81 81 94 88 84 95 87 83 8.48 4.07 12.58 -1.23 4.50 -1.32 28.72 28.62 -42.07 29.84 -0.45 }
{563 26283 85 93 96 98 91 87 90 80 92 86 89 87 97 85 98 86 85 97 85 87 99 91 81 99 -11.20 45.75 -2.92 2.67 2.68 -4.35 28.62 25.92 -41.21 27.60 -1.53 }
{568 26452 85 85 94 93 84 83 89 81 92 80 93 89 85 85 94 93 84 83 89 81 92 80 93 89 56.07 13.58 -23.36 0.03 5.26 -1.86 28.72 26.99 -46.41 38.87 -1.58 }
{573 26610 80 99 94 80 96 89 84 98 88 86 86 82 80 99 94 80 96 89 84 98 88 86 86 82 36.14 5.03 -43.05 1.98 1.89 -1.74 28.58 26.12 -43.28 35.12 -3.44 }
{578 26768 98 81 87 95 87 81 89 98 95 85 81 81 98 81 87 95 87 81 89 98 95 85 81 81 -16.73 18.69 24.87 -1.61 4.03 -6.33 28.67 27.28 -40.86 38.52 -2.33 }
{582 26915 92 99 94 83 94 91 96 84 83 94 93 91 92 99 94 83 94 91 96 84 83 94 93 91 17.30 -1.96 23.08 -0.34 3.90 -0.80 28.53 26.86 -40.28 34.31 -2.55 }
{587 27085 88 99 85 92 92 92 95 89 93 83 80 89 88 99 85 92 92 92 95 89 93 83 80 89 25.71 56.95 15.10 2.66 1.15 -3.60 28.67 28.47 -34.01 33.12 -1.03 }
{592 27242 84 89 91 89 83 88 85 87 80 80 89 83 84 89 91 89 83 88 85 87 80 80 89 83 9.19 -25.72 -19.74 -0.20 1.79 -0.21 28.77 27.66 -32.02 36.23 -2.29 }
{596 27390 86 85 80 85 82 94 91 83 93 83 98 83 91 97 89 97 89 92 89 80 91 85 91 93 15.71 10.48 8.18 1.26 3.33 -0.08 28.67 33.09 -29.69 34.07 -1.57 }
{601 27557 90 84 83 88 82 80 96 85 97 92 92 80 80 81 98 95 99 83 83 81 98 82 87 92 -0.77 11.87 -22.05 3.04 2.97 -5.17 28.67 29.30 -28.43 30.90 -2.86 }
{606 27715 81 95 97 89 87 91 86 80 96 92 81 99 81 95 97 89 87 91 86 80 96 92 81 99 41.48 5.65 25.77 0.71 5.22 3.46 28.67 25.99 -27.64 27.18 -1.95 }
{610 27857 84 90 93 90 88 85 80 97 85 97 99 99 83 87 99 89 97 89 99 98 98 85 95 97 -31.35 -47.95 -6.40 1.04 3.42 2.08 28.62 25.05 -26.04 24.26 -2.96 }
{615 28028 89 84 95 86 92 96 80 98 99 91 84 85 89 84 95 86 92 96 80 98 99 91 84 85 55.78 10.52 -63.05 3.62 2.10 -0.38 28.67 26.45 -19.22 24.19 -3.72 }
{619 28175 97 98 94 95 88 81 88 85 92 95 91 90 97 98 94 95 88 81 88 85 92 95 91 90 -53.71 -32.06 40.64 -0.98 4.83 -3.50 28.72 27.46 -19.95 28.23 -4.48 }
{623 28335 82 90 82 90 81 80 95 80 84 86 85 88 82 90 82 90 81 80 95 80 84 86 85 88 -2.50 -8.04 29.47 -0.70 4.53 -0.35 28.62 26.84 -21.52 24.86 -4.61 }
{627 28492 84 89 93 84 96 84 81 81 85 98 83 87 93 95 91 83 98 97 80 96 89 81 99 90 -1.66 -7.03 -47.66 2.39 2.50 -2.31 28.67 25.59 -27.48 22.67 -5.74 }
{631 28652 95 88 91 87 81 93 80 88 95 96 84 93 87 95 99 93 86 85 91 98 89 90 89 87 60.08 25.82 1.21 1.83 4.89 -0.41 28.58 32.85 -44.84 43.00 -7.87 }
{636 28819 94 84 90 93 91 88 84 98 88 87 82 98 94 84 90 93 91 88 84 98 88 87 82 98 5.24 -0.61 11.07 1.92 2.71 -2.47 28.62 27.82 -41.32 39.27 -8.22 }
{640 28962 95 97 92 97 89 90 80 91 87 81 99 80 97 96 85 91 84 95 95 99 99 89 99 92 27.19 1.21 -2.61 0.96 0.30 -0.53 28.67 27.28 -45.26 36.42 -8.24 }
{644 29119 90 86 82 82 81 80 94 87 93 97 81 85 94 92 88 85 98 82 90 99 90 97 92 96 0.90 4.34 21.74 2.62 2.17 -1.51 28.67 26.12 -41.99 33.91 -6.15 }
{648 29274 88 90 93 99 97 92 94 93 90 91 85 98 93 94 84 87 82 94 89 99 94 87 95 88 44.66 16.91 25.80 0.73 1.92 2.07 28.67 25.79 -39.91 29.47 -7.02 }
{652 29429 93 87 80 93 90 83 96 88 86 80 82 97 93 87 80 93 90 83 96 88 86 80 82 97 -15.87 -9.70 28.81 -0.25 3.30 -2.42 28.62 25.11 -44.53 33.94 -6.13 }
{657 29600 91 96 97 81 98 95 88 91 93 87 80 92 91 96 97 81 98 95 88 91 93 87 80 92 35.39 20.81 -48.01 3.93 1.11 0.61 28.62 24.44 -49.37 32.16 -8.37 }
{662 29758 92 89 93 88 83 98 97 90 88 86 83 85 92 89 93 88 83 98 97 90 88 86 83 85 45.67 29.21 12.75 0.08 4.39 -0.58 28.58 26.75 -45.11 36.16 -7.46 }
{666 29902 91 86 83 98 84 87 97 82 86 91 83 80 91 86 83 98 84 87 97 82 86 91 83 80 8.45 0.88 0.55 0.69 2.56 -0.78 28.77 25.63 -42.30 33.19 -7.19 }
{670 30057 84 91 85 89 82 96 88 90 85 82 93 85 95 92 88 86 88 97 82 83 86 96 81 99 16.17 9.38 -27.37 3.22 1.91 1.42 28.62 25.72 -53.71 30.74 -8.87 }
{674 30216 95 87 81 82 97 84 88 93 95 81 99 83 95 87 81 82 97 84 88 93 95 81 99 83 -26.39 -16.73 -7.27 1.73 3.20 -2.51 28.72 34.41 -49.99 34.87 -9.47 }
{678 30372 84 91 98 99 83 88 87 92 93 88 81 81 84 91 98 99 83 88 87 92 93 88 81 81 9.33 -1.44 -24.58 2.29 4.85 1.90 28.67 28.15 -45.33 45.72 -11.16 }
{682 30529 89 90 81 96 93 87 94 98 89 95 80 87 89 90 81 96 93 87 94 98 89 95 80 87 8.78 -4.61 0.46 -0.10 4.09 -2.18 28.77 27.48 -42.74 49.49 -11.21 }
{687 30698 95 88 86 84 87 86 98 87 82 91 99 97 95 88 86 84 87 86 98 87 82 91 99 97 -2.44 -14.64 20.76 1.86 2.73 -2.73 28.72 26.06 -40.07 44.62 -10.92 }
{692 30857 87 80 98 81 82 82 85 89 91 88 82 83 87 80 98 81 82 82 85 89 91 88 82 83 24.39 20.11 -83.30 3.74 1.75 -3.74 28.62 26.14 -44.53 40.88 -13.91 }
{696 31004 80 96 82 84 90 81 87 80 88 95 85 87 81 85 99 99 97 90 83 82 82 83 99 84 -10.82 -16.16 0.83 -1.25 3.74 -1.22 28.62 28.67 -42.89 37.21 -13.75 }
{700 31165 84 92 87 84 84 96 94 87 88 88 84 87 84 92 87 84 84 96 94 87 88 88 84 87 10.83 20.72 10.81 0.87 2.26 -0.93 28.67 32.27 -44.13 33.32 -14.00 }
{704 31325 92 96 97 85 84 94 88 93 83 90 84 90 92 96 97 85 84 94 88 93 83 90 84 90 -4.73 11.52 -5.07 1.73 2.52 -2.38 28.77 60.75 -40.62 30.78 -14.98 }
{708 31484 87 82 90 84 83 80 84 88 87 81 80 82 87 82 90 84 83 80 84 88 87 81 80 82 -16.32 0.02 27.95 0.36 3.83 -2.50 28.62 36.74 -39.10 34.84 -14.68 }
{712 31639 85 89 83 95 88 98 87 89 94 81 97 97 85 89 83 95 88 98 87 89 94 81 97 97 25.78 40.95 -2.53 2.16 2.68 -0.56 28.62 28.06 -38.63 31.89 -16.94 }
{716 31797 89 92 82 83 82 81 92 87 87 88 87 93 89 92 82 83 82 81 92 87 87 88 87 93 -5.98 -25.61 14.57 1.27 3.35 -2.56 28.62 29.12 -43.15 36.35 -16.15 }
{721 31968 81 83 92 87 90 85 90 99 83 85 94 97 81 83 92 87 90 85 90 99 83 85 94 97 16.02 -26.36 2.47 1.60 1.86 -1.54 28.77 26.05 -47.42 32.17 -16.81 }
{726 32125 93 80 94 91 97 99 85 93 92 99 89 98 93 80 94 91 97 99 85 93 92 99 89 98 44.45 41.38 -0.09 3.12 3.98 -2.37 28.62 27.75 -48.74 30.81 -16.32 }
{730 32278 98 89 97 90 88 88 86 92 92 97 93 91 98 89 97 90 88 88 86 92 92 97 93 91 -17.54 -6.91 14.64 0.63 4.34 -2.35 28.72 60.29 -49.99 26.26 -13.84 }
{734 32434 91 87 88 83 81 82 97 98 98 86 94 83 91 87 88 83 81 82 97 98 98 86 94 83 -8.70 -0.79 12.99 0.42 4.18 -2.62 28.58 33.05 -48.96 23.78 -14.64 }
{738 32589 90 84 93 87 92 89 87 82 84 88 95 90 90 84 93 87 92 89 87 82 84 88 95 90 -3.93 -11.66 -10.23 1.45 2.88 -1.70 28.67 27.80 -46.29 22.18 -15.27 }
{742 32755 94 86 90 94 95 88 91 99 91 89 81 96 94 86 90 94 95 88 91 99 91 89 81 96 21.73 4.13 37.79 1.35 2.69 -1.91 28.72 37.27 -47.50 28.43 -13.60 }
{746 32909 91 84 91 87 81 99 97 95 86 91 91 98 91 84 91 87 81 99 97 95 86 91 91 98 19.67 3.01 1.66 0.37 2.32 -0.06 28.72 28.98 -44.79 26.23 -14.31 }
{750 33064 98 86 95 95 81 96 90 95 88 88 97 82 98 86 95 95 81 96 90 95 88 88 97 82 10.90 -20.71 -6.85 1.51 4.63 -2.76 28.58 29.47 -42.72 23.73 -16.34 }
{754 33223 87 97 94 95 90 87 96 85 83 86 95 90 87 97 94 95 90 87 96 85 83 86 95 90 -20.36 1.44 39.88 0.54 5.62 -2.87 28.67 35.98 -41.14 27.92 -16.54 }
{758 33380 95 83 85 92 89 80 93 97 96 83 93 86 95 83 85 92 89 80 93 97 96 83 93 86 7.71 -2.97 0.37 2.25 1.77 -0.95 28.62 27.15 -38.22 26.13 -17.12 }
{763 33548 96 82 98 91 86 94 89 82 96 89 96 84 96 82 98 91 86 94 89 82 96 89 96 84 53.21 7.85 -6.00 0.31 2.60 -1.71 28.67 27.21 -34.57 30.40 -16.78 }
{767 33694 85 98 83 83 84 86 95 90 95 87 83 92 85 98 83 83 84 86 95 90 95 87 83 92 -23.42 -10.54 -32.21 -0.26 6.53 -3.14 28.72 31.21 -33.45 34.94 -17.04 }
{771 33857 82 80 89 94 98 86 97 99 90 99 98 83 82 80 89 94 98 86 97 99 90 99 98 83 10.26 11.87 -15.91 1.18 1.70 -0.04 28.58 26.35 -31.00 32.70 -18.08 }
{776 34026 96 81 86 88 80 81 89 91 87 84 96 96 96 81 86 88 80 81 89 91 87 84 96 96 -15.78 -20.57 24.99 1.00 3.15 -0.41 28.62 27.35 -36.39 35.61 -16.71 }
{781 34186 96 96 82 99 99 99 87 86 80 86 91 96 86 90 93 81 90 84 98 87 94 86 97 89 39.61 28.33 9.85 1.74 0.44 5.52 28.77 26.48 -45.56 33.85 -17.20 }
{785 34331 92 89 92 82 81 95 95 91 84 90 86 93 92 89 92 82 81 95 95 91 84 90 86 93 73.33 9.04 -6.96 1.10 2.51 -0.91 28.62 24.47 -68.46 32.87 -21.37 }
{790 34499 86 93 99 83 86 88 81 89 99 81 95 83 86 93 99 83 86 88 81 89 99 81 95 83 -14.55 5.61 -56.00 2.39 0.98 -1.50 28.72 26.28 -76.29 30.29 -21.94 }
{794 34647 92 88 81 89 81 83 93 80 93 82 86 90 92 86 92 84 82 86 90 99 82 94 95 92 12.31 4.98 38.84 0.41 4.31 -0.30 28.58 27.53 -72.23 41.66 -20.13 }
{798 34804 86 90 82 92 94 89 85 87 92 80 96 97 86 90 82 92 94 89 85 87 92 80 96 97 -11.55 -1.37 6.92 1.10 0.81 -2.20 28.67 24.62 -69.73 38.18 -19.17 }
{802 34961 80 86 80 83 81 94 95 97 82 92 91 88 97 98 92 97 86 86 92 84 80 99 95 95 -0.01 -20.73 6.61 -0.55 4.78 -0.41 28.62 26.59 -65.09 48.88 -17.99 }
{806 35122 81 83 88 84 98 85 84 95 86 86 80 83 81 83 88 84 98 85 84 95 86 86 80 83 -5.92 10.71 -47.21 3.94 -0.56 -0.86 28.72 35.21 -74.01 45.53 -17.87 }
{810 35282 90 99 80 97 99 98 97 97 90 81 91 91 90 99 80 97 99 98 97 97 90 81 91 91 -9.97 8.39 72.18 1.78 3.30 -1.68 28.62 27.84 -70.51 48.92 -14.65 }
{814 35439 82 99 92 96 89 96 84 88 87 93 94 97 82 99 92 96 89 96 84 88 87 93 94 97 0.80 -9.60 -10.00 1.17 2.58 -1.62 28.67 32.85 -65.54 44.85 -14.87 }
{818 35597 90 96 80 96 90 92 95 82 86 94 86 89 90 96 80 96 90 92 95 82 86 94 86 89 -9.69 -1.25 38.32 -0.58 4.20 -2.75 28.67 33.11 -61.44 55.58 -14.44 }
{822 35757 87 87 91 99 85 99 99 91 89 83 93 96 87 87 91 99 85 99 99 91 89 83 93 96 28.25 -0.28 25.57 -0.15 3.08 1.11 28.67 33.47 -57.44 50.97 -15.25 }
{826 35914 98 88 97 86 81 88 94 83 87 87 98 91 98 88 97 86 81 88 94 83 87 87 98 91 0.52 0.05 3.68 1.08 3.14 -0.85 28.62 33.00 -53.70 46.95 -15.27 }
{830 36068 90 90 83 97 89 87 83 99 94 93 86 89 91 95 96 99 86 84 96 94 84 85 87 85 8.81 -7.46 -14.38 2.57 2.13 -1.13 28.77 25.34 -51.65 42.85 -15.96 }
{835 36238 80 86 88 93 92 87 90 82 85 91 89 94 80 86 88 93 92 87 90 82 85 91 89 94 -34.47 -18.12 -34.32 0.75 3.84 -0.91 28.62 24.60 -48.47 44.54 -15.95 }
{839 36387 80 96 99 93 98 85 88 99 87 84 93 89 80 96 99 93 98 85 88 99 87 84 93 89 16.19 3.55 0.90 1.30 1.27 -2.64 28.67 24.42 -45.34 41.26 -16.99 }
{843 36544 94 86 91 91 89 98 99 97 85 83 95 95 96 95 85 88 92 87 84 84 86 90 93 85 4.25 15.49 32.73 2.45 3.00 -0.41 28.67 27.40 -43.57 37.91 -15.66 }
{847 36702 83 83 92 91 96 92 83 96 87 85 83 99 83 83 92 91 96 92 83 96 87 85 83 99 18.69 3.91 1.41 2.40 3.26 0.66 28.62 36.80 -41.62 35.16 -16.88 }
{851 36855 91 80 89 89 98 97 85 96 83 99 87 88 91 80 89 89 98 97 85 96 83 99 87 88 17.59 5.67 -9.59 1.27 1.33 -1.13 28.72 27.11 -37.81 31.99 -18.05 }
{855 37013 88 80 80 98 92 81 97 96 88 82 85 84 88 80 80 98 92 81 97 96 88 82 85 84 -0.50 1.50 20.21 -0.20 4.87 -1.76 28.72 29.23 -36.94 35.91 -17.56 }
{859 37172 86 93 92 95 99 85 86 93 97 89 82 80 86 93 92 95 99 85 86 93 97 89 82 80 -9.19 -8.71 -25.27 0.94 2.95 -2.43 28.72 24.44 -32.88 34.03 -16.83 }
{863 37331 83 95 95 99 81 93 92 84 95 96 83 80 83 95 95 99 81 93 92 84 95 96 83 80 4.28 4.60 6.78 1.28 4.57 0.42 28.62 24.80 -32.12 31.28 -17.01 }
{867 37485 83 99 83 94 86 92 93 97 89 94 87 88 83 99 83 94 86 92 93 97 89 94 87 88 35.82 -73.66 7.51 1.16 2.32 3.62 28.77 24.31 -35.71 29.30 -17.22 }
{872 37652 90 92 94 92 88 81 90 81 84 94 87 94 90 92 94 92 88 81 90 81 84 94 87 94 -65.54 -17.57 48.28 -0.46 4.13 -4.79 28.62 23.59 -34.52 46.20 -15.81 }
{876 37803 93 86 85 80 97 86 92 94 93 81 97 83 93 86 85 80 97 86 92 94 93 81 97 83 9.09 13.32 -2.61 3.22 1.91 -2.07 28.72 24.49 -32.24 43.07 -15.63 }
{881 37970 85 86 90 89 87 84 81 92 81 81 81 87 85 86 90 89 87 84 81 92 81 81 81 87 37.76 -47.02 -20.23 1.88 3.74 2.52 28.67 24.53 -31.68 45.19 -15.50 }
{886 38129 95 81 81 92 86 80 82 84 99 97 95 95 95 81 81 92 86 80 82 84 99 97 95 95 -46.19 34.07 22.00 0.51 5.09 -4.74 28.67 24.29 -28.10 48.15 -15.48 }
{891 38289 86 99 83 85 99 86 87 81 83 91 93 83 86 99 83 85 99 86 87 81 83 91 93 83 25.62 -38.06 11.19 2.19 1.79 1.65 28.67 23.97 -33.45 49.96 -16.04 }
{895 38435 99 97 81 93 95 94 94 96 93 87 81 80 99 97 81 93 95 94 94 96 93 87 81 80 29.91 21.06 20.11 2.47 1.12 0.68 28.77 38.16 -30.96 46.30 -14.92 }
{899 38595 80 95 82 99 85 95 95 90 88 89 85 97 80 95 82 99 85 95 95 90 88 89 85 97 4.17 -7.32 -10.38 0.38 4.61 -1.75 28.77 35.24 -29.85 42.72 -14.63 }
{904 38761 82 85 94 93 82 81 92 96 86 86 90 81 82 85 94 93 82 81 92 96 86 86 90 81 -1.11 -19.11 -33.86 0.54 3.43 -0.16 28.67 24.00 -59.84 39.42 -17.19 }
{908 38912 92 98 89 93 88 96 91 96 88 89 84 97 92 98 89 93 88 96 91 96 88 89 84 97 8.20 2.02 11.89 0.07 1.73 -1.43 28.62 24.38 -56.55 35.46 -17.11 }
{913 39078 96 89 99 90 94 84 88 96 84 97 95 85 96 89 99 90 94 84 88 96 84 97 95 85 -73.54 -50.73 -21.37 0.30 2.65 -1.94 28.72 24.67 -67.17 31.36 -15.33 }
{917 39229 88 81 87 99 97 81 87 90 90 80 96 98 88 81 87 99 97 81 87 90 90 80 96 98 2.26 3.81 25.12 1.33 3.88 -2.22 28.67 25.18 -63.84 28.80 -14.98 }
{922 39395 93 95 95 92 87 83 91 99 95 86 94 85 93 95 95 92 87 83 91 99 95 86 94 85 -7.05 8.63 -27.08 1.15 1.77 -1.29 28.77 23.53 -58.46 26.51 -16.01 }
{926 39541 80 98 96 89 89 85 85 96 91 81 93 95 86 83 83 80 93 93 86 92 92 88 82 87 7.73 -0.28 -6.75 1.84 2.84 -0.49 28.67 23.53 -55.86 24.03 -17.11 }
{931 39710 82 84 96 92 84 89 85 96 89 81 98 81 82 84 96 92 84 89 85 96 89 81 98 81 23.27 -6.71 18.43 -0.27 2.30 0.58 28.81 23.93 -50.73 21.94 -16.85 }
{936 39868 92 91 96 80 99 97 82 86 83 84 87 84 80 97 98 80 89 82 86 81 96 87 86 97 5.06 13.88 -29.21 2.09 1.80 0.86 28.62 24.04 -53.35 20.01 -17.69 }
{941 40025 86 92 90 87 80 96 96 95 86 99 97 92 96 84 90 87 94 95 83 91 93 97 97 94 51.76 -21.19 10.09 -1.38 6.42 -0.09 28.72 23.30 -54.54 33.36 -18.29 }
{945 40174 85 91 92 96 85 87 89 95 90 92 86 83 85 91 92 96 85 87 89 95 90 92 86 83 -21.46 -11.95 2.90 -0.99 5.10 -0.26 28.81 26.75 -53.85 43.38 -19.27 }
{950 40345 89 80 96 83 95 91 95 97 88 96 89 96 95 84 97 99 92 84 97 95 92 94 85 87 -11.83 -4.94 5.53 3.01 5.66 -1.98 28.67 24.18 -50.09 46.57 -19.10 }
{954 40492 88 96 90 96 93 82 81 98 83 81 82 99 91 96 82 87 83 88 80 91 80 89 82 84 -9.37 -10.94 6.38 1.80 4.05 -2.39 28.72 23.39 -48.27 43.42 -18.58 }
{958 40650 85 91 89 89 93 83 87 88 88 91 90 84 99 99 80 99 84 97 86 81 85 92 87 82 13.84 8.27 3.73 0.53 3.03 -1.59 28.77 24.51 -53.13 45.93 -20.18 }
{962 40808 84 96 85 96 91 86 92 86 80 97 84 85 84 96 85 96 91 86 92 86 80 97 84 85 -15.46 13.21 10.20 1.35 2.14 -0.84 28.62 26.52 -50.61 42.18 -21.82 }
{967 40977 85 92 86 91 98 94 81 89 93 91 81 86 85 92 86 91 98 94 81 89 93 91 81 86 30.72 80.14 -41.88 3.99 1.48 0.70 28.72 23.89 -58.52 40.25 -21.43 }
{971 41124 80 99 81 99 89 85 99 82 80 96 99 94 99 82 83 83 90 88 90 99 85 97 99 83 -37.74 -35.66 43.57 -0.23 5.70 -0.85 28.72 34.64 -55.22 50.76 -18.96 }
{976 41296 93 92 84 93 93 95 91 80 89 83 88 87 93 92 84 93 93 95 91 80 89 83 88 87 18.69 5.20 20.50 0.67 1.63 0.97 28.72 24.25 -55.25 52.67 -18.56 }
{980 41443 92 92 96 82 91 84 80 96 87 97 80 88 92 92 96 82 91 84 80 96 87 97 80 88 -10.45 -10.15 -17.62 0.71 4.51 -2.19 28.62 24.54 -51.52 55.66 -18.87 }
{984 41603 94 92 80 87 81 98 80 81 94 97 82 81 94 92 80 87 81 98 80 81 94 97 82 81 9.67 17.14 53.31 -0.79 4.87 -4.01 28.72 22.75 -50.03 57.91 -19.80 }
{988 41762 87 88 80 87 95 92 87 83 97 82 92 94 87 88 80 87 95 92 87 83 97 82 92 94 -26.50 -25.29 16.58 0.09 3.63 -2.39 28.81 24.35 -52.86 57.36 -23.06 }
{993 41931 96 99 87 83 94 98 89 92 92 87 99 82 96 99 87 83 94 98 89 92 92 87 99 82 32.55 2.88 -28.06 4.37 -0.11 2.90 28.81 22.57 -45.31 53.17 -23.45 }
{998 42090 88 94 83 84 87 99 80 97 83 80 91 95 85 99 89 97 83 88 92 96 89 82 92 93 8.05 -25.66 8.06 1.35 2.39 2.44 28.77 25.68 -42.02 47.66 -22.60 }
{1003 42246 94 91 84 81 86 91 80 82 95 84 97 91 82 97 85 90 98 90 94 89 85 90 94 91 4.20 13.59 -36.75 4.68 0.03 -5.86 28.72 22.64 -44.13 43.73 -23.54 }
{1008 42404 86 97 83 91 95 93 91 98 81 84 83 98 86 97 83 91 95 93 91 98 81 84 83 98 20.40 -10.07 -1.07 2.42 1.45 2.68 28.67 22.93 -38.68 46.53 -25.07 }
{1012 42554 92 92 99 99 92 97 98 81 87 95 87 85 92 92 99 99 92 97 98 81 87 95 87 85 19.97 10.40 -15.43 2.24 3.44 -0.50 28.77 24.67 -35.93 43.11 -24.71 }
{1017 42724 99 93 93 87 87 92 93 90 89 93 95 83 99 93 93 87 87 92 93 90 89 93 95 83 13.79 -5.87 -23.31 3.51 2.02 -2.66 28.62 24.06 -33.15 38.72 -27.74 }
{1021 42872 81 98 95 89 99 92 82 88 95 96 85 82 81 98 95 89 99 92 82 88 95 96 85 82 -9.74 -7.55 -25.33 2.33 2.75 -1.14 28.77 23.57 -31.71 35.83 -26.88 }
{1026 43044 86 84 95 93 80 88 98 87 86 97 87 80 86 84 95 93 80 88 98 87 86 97 87 80 14.28 0.86 27.34 -0.82 4.65 2.39 28.77 23.87 -30.02 45.65 -25.33 }
{1031 43202 93 99 96 85 96 84 94 80 97 81 96 80 93 99 96 85 96 84 94 80 97 81 96 80 -33.77 -18.31 30.35 0.21 1.57 -4.72 28.72 22.99 -28.35 40.76 -25.24 }
{1036 43364 99 84 88 87 80 96 94 82 93 88 81 84 99 84 88 87 80 96 94 82 93 88 81 84 73.39 30.08 5.21 1.68 4.02 2.77 28.72 23.71 -27.58 36.87 -24.65 }
{1040 43508 96 90 82 84 81 99 92 81 90 83 89 94 96 90 82 84 81 99 92 81 90 83 89 94 -7.46 -2.90 17.99 2.57 3.78 -1.43 28.62 23.42 -25.99 33.85 -23.74 }
{1045 43679 88 85 85 82 91 98 87 82 95 81 82 96 88 85 85 82 91 98 87 82 95 81 82 96 17.65 13.73 -30.66 2.67 2.40 -2.79 28.62 23.13 -24.19 30.97 -24.69 }
{1050 43840 90 80 81 95 92 83 91 88 88 87 97 89 90 80 81 95 92 83 91 88 88 87 97 89 -22.06 -22.31 14.67 -0.17 4.24 -2.05 28.67 24.67 -22.98 34.49 -24.95 }
{1055 44002 85 89 85 89 85 87 96 85 83 99 96 88 85 89 85 89 85 87 96 85 83 99 96 88 7.12 1.82 -2.06 0.32 4.63 -0.52 28.72 23.69 -22.56 37.53 -25.87 }
{1060 44158 91 92 86 88 95 95 89 97 87 86 90 90 91 92 86 88 95 95 89 97 87 86 90 90 53.59 32.19 -7.82 4.62 -0.57 -1.36 28.67 23.10 -34.18 40.93 -27.26 }
{1064 44308 92 96 95 81 80 90 94 94 80 94 88 86 92 96 95 81 80 90 94 94 80 94 88 86 -2.01 -8.50 -14.90 1.75 2.95 -1.94 28.72 25.90 -32.83 37.48 -25.65 }
{1069 44479 93 91 88 95 80 81 99 85 95 99 91 95 93 91 88 95 80 81 99 85 95 99 91 95 -48.39 30.97 38.75 -0.15 5.66 -6.17 28.72 23.51 -33.39 47.75 -25.35 }
{1074 44641 95 89 85 98 94 99 87 83 96 86 83 85 91 99 85 99 80 99 94 86 87 98 84 96 84.17 35.07 -47.83 3.39 -1.53 0.98 28.72 23.08 -43.13 43.78 -27.19 }
{1079 44801 98 91 93 99 80 90 86 80 88 98 80 90 98 91 93 99 80 90 86 80 88 98 80 90 -13.13 -17.15 -18.82 1.20 1.36 -1.89 28.72 25.40 -49.07 48.74 -29.27 }
{1083 44952 98 87 94 92 80 96 98 95 95 82 83 99 98 87 94 92 80 96 98 95 95 82 83 99 5.27 2.54 37.42 1.24 3.98 0.45 28.67 33.34 -47.88 44.47 -29.51 }
{1088 45119 88 80 90 85 92 89 86 92 92 97 84 90 88 80 90 85 92 89 86 92 92 97 84 90 -65.54 -36.65 -87.42 2.24 1.93 -3.41 28.72 22.84 -45.36 39.75 -29.97 }
{1092 45272 98 82 86 99 92 82 98 97 81 93 89 87 98 82 86 99 92 82 98 97 81 93 89 87 -7.48 -6.25 14.60 0.65 2.85 -1.47 28.67 23.33 -42.93 35.92 -29.64 }
{1096 45428 89 87 81 85 99 94 99 80 86 87 91 94 89 87 81 85 99 94 99 80 86 87 91 94 -7.10 12.42 -2.64 2.09 2.32 -2.63 28.62 23.48 -46.60 33.89 -28.87 }
{1101 45599 81 95 95 97 94 91 94 86 97 99 86 99 81 95 95 97 94 91 94 86 97 99 86 99 -23.69 6.66 -18.64 0.95 6.34 -4.65 28.67 23.69 -50.05 30.90 -31.03 }
{1106 45760 97 92 97 90 90 91 94 88 97 91 98 93 89 92 83 96 98 89 86 89 83 95 99 84 12.48 16.37 13.76 1.66 1.22 -3.13 28.72 23.73 -45.56 27.91 -29.54 }
{1110 45908 93 84 81 83 81 82 91 81 82 82 88 85 93 84 81 83 81 82 91 81 82 82 88 85 -2.45 -1.66 15.27 2.00 3.24 -0.62 28.62 35.01 -42.90 31.88 -31.84 }
{1115 46078 94 98 96 96 98 91 97 96 89 80 80 97 94 98 96 96 98 91 97 96 89 80 80 97 -17.00 37.33 40.47 1.28 2.44 -6.12 28.86 25.11 -39.32 29.79 -30.86 }
{1120 46238 98 97 80 98 95 82 83 80 92 96 94 86 98 97 80 98 95 82 83 80 92 96 94 86 6.28 -56.91 -42.14 0.93 1.10 -0.37 28.72 23.91 -41.94 26.80 -30.90 }
{1125 46399 84 87 83 92 96 83 88 90 96 96 93 80 84 87 83 92 96 83 88 90 96 96 93 80 -8.30 2.43 -26.30 1.16 4.36 -1.22 28.72 24.85 -39.68 24.25 -32.30 }
{1130 46558 97 98 85 94 98 90 93 87 91 91 86 88 97 98 85 94 98 90 93 87 91 91 86 88 9.10 13.78 43.12 1.83 1.09 -1.40 28.72 23.33 -43.41 21.94 -31.52 }
{1135 46715 86 91 88 98 93 85 95 82 82 90 98 84 86 91 88 98 93 85 95 82 82 90 98 84 -15.03 -46.44 -12.24 1.93 2.49 -1.68 28.72 24.73 -40.24 26.10 -29.83 }
{1140 46878 84 89 90 97 82 93 80 82 91 96 97 96 84 89 90 97 82 93 80 82 91 96 97 96 -8.93 35.36 -32.67 1.16 3.91 -1.97 28.67 24.16 -37.47 23.93 -31.31 }
