N T EM1 EM2 EM3 EM4 EM5 EM6 EM7 EM8 EM9 EM10 EM11 EM12 CM1 CM2 CM3 CM4 CM5 CM6 CM7 CM8 CM9 CM10 CM11 CM12 GyX GyY GyZ AcX AcY AcZ Tmp HCSR X Y Z
{1742 67856 94 89 98 89 83 84 95 81 94 83 95 80 94 89 98 89 83 84 95 81 94 83 95 80 52.77 34.74 14.11 1.40 2.70 -1.19 28.72 21.96 -30.24 30.84 -2.51 }
{1746 68002 85 89 88 88 88 88 85 84 89 86 85 84 85 89 88 88 88 88 85 84 89 86 85 84 8.68 -11.25 -16.70 2.69 1.87 -2.36 28.77 22.54 -29.81 27.87 -4.14 }
{1750 68163 85 86 92 95 98 80 93 96 91 86 92 94 85 86 92 95 98 80 93 96 91 86 92 94 15.01 17.49 54.09 1.10 2.07 -0.31 28.77 21.54 -26.99 26.32 -2.17 }
{1755 68331 92 83 96 84 90 83 92 83 86 81 99 85 92 83 96 84 90 83 92 83 86 81 99 85 33.04 7.52 -2.29 3.51 2.45 1.72 28.77 21.87 -25.35 23.47 -2.89 }
{1760 68488 87 93 98 90 83 95 88 98 88 95 96 93 87 93 98 90 83 95 88 98 88 95 96 93 -28.56 -24.48 -11.39 1.23 3.81 1.09 28.72 21.41 -24.98 21.24 -2.38 }
{1764 68636 86 89 95 92 81 84 87 81 87 97 87 91 91 97 82 93 89 98 88 90 87 95 82 95 -10.01 -10.22 -13.86 1.07 3.26 -1.13 28.77 21.90 -23.03 26.08 -1.69 }
{1769 68808 97 94 94 81 87 98 84 91 93 84 94 92 97 94 94 81 87 98 84 91 93 84 94 92 51.44 22.72 -2.76 2.92 0.70 -1.33 28.86 21.92 -21.95 23.73 -5.17 }
{1774 68967 87 83 80 90 85 84 94 86 86 92 86 86 99 96 89 87 86 87 96 96 96 96 99 96 -4.84 -27.38 20.03 -0.91 5.62 -1.05 28.81 22.72 -21.50 27.73 -4.47 }
{1779 69127 83 99 90 85 98 98 97 92 93 84 97 85 83 99 90 85 98 98 97 92 93 84 97 85 53.38 39.32 -27.98 2.08 1.52 -4.04 28.67 21.54 -25.67 26.14 -5.27 }
{1784 69287 87 81 84 84 82 92 88 93 94 96 82 89 87 81 84 84 82 92 88 93 94 96 82 89 17.68 10.39 3.13 3.26 2.13 1.70 28.81 20.54 -41.70 25.32 -4.79 }
{1789 69442 87 81 91 97 87 91 92 82 95 89 96 89 87 81 91 97 87 91 92 82 95 89 96 89 -16.27 -3.08 24.32 1.42 4.77 -1.37 28.72 21.36 -39.88 21.92 -4.99 }
{1794 69602 88 91 80 88 83 98 89 95 92 84 92 94 88 91 80 88 83 98 89 95 92 84 92 94 72.43 30.72 -14.55 3.65 3.40 0.67 28.77 21.67 -35.85 21.13 -4.65 }
{1799 69760 89 99 98 88 87 99 91 86 95 82 88 84 89 99 98 88 87 99 91 86 95 82 88 84 8.54 8.56 -2.08 1.69 1.82 -2.64 28.81 21.11 -33.07 19.12 -4.76 }
{1804 69915 80 80 80 96 86 87 96 80 98 87 96 99 99 86 92 98 84 87 83 85 88 96 81 91 -48.50 -13.70 22.90 -0.68 7.18 -6.11 28.81 21.72 -32.15 30.36 -4.61 }
{1808 70067 90 96 89 96 80 96 92 93 84 94 86 90 90 96 89 96 80 96 92 93 84 94 86 90 -32.38 6.91 -55.97 2.97 1.83 1.90 28.77 21.74 -29.96 27.95 -5.72 }
{1812 70224 82 82 95 98 81 96 96 94 88 89 97 95 82 82 95 98 81 96 96 94 88 89 97 95 -4.48 2.97 -15.65 2.62 2.51 -1.31 28.81 20.71 -28.72 25.88 -5.87 }
{1817 70392 98 81 94 83 86 85 90 98 94 84 86 85 98 81 94 83 86 85 90 98 94 84 86 85 13.90 12.23 -38.75 4.33 3.29 -2.36 28.91 21.00 -40.20 24.01 -7.83 }
{1822 70553 89 94 89 96 85 98 99 97 84 80 96 98 89 94 89 96 85 98 99 97 84 80 96 98 -14.48 0.17 -10.32 0.77 5.33 2.28 28.81 21.74 -38.30 21.24 -6.49 }
{1827 70710 93 82 99 87 81 84 80 82 80 88 80 84 93 82 99 87 81 84 80 82 80 88 80 84 -2.61 -41.48 -53.37 0.21 0.58 1.42 28.77 20.47 -61.28 26.29 -8.53 }
{1831 70857 96 86 89 88 92 88 97 91 88 93 89 88 90 96 88 81 90 84 98 83 81 90 98 84 16.02 -4.06 16.93 -0.60 2.40 -1.31 28.81 21.32 -65.00 30.89 -9.21 }
{1836 71028 80 84 80 91 80 81 83 92 81 88 90 85 80 84 80 91 80 81 83 92 81 88 90 85 -3.58 -0.71 -46.53 2.95 2.09 1.53 28.72 21.54 -60.52 27.91 -10.66 }
{1841 71187 92 81 88 90 99 85 80 85 81 83 85 81 87 87 97 91 82 96 88 99 95 93 87 95 17.84 8.81 12.00 1.22 0.11 -3.73 28.86 20.67 -68.53 25.56 -9.68 }
{1845 71332 97 83 88 92 93 95 81 91 99 94 86 97 97 83 88 92 93 95 81 91 99 94 86 97 -0.03 13.38 0.73 2.46 2.24 -3.05 28.77 21.43 -63.42 32.42 -7.38 }
{1850 71501 81 80 95 88 89 89 88 94 85 83 82 90 81 80 95 88 89 89 88 94 85 83 82 90 -40.64 -46.42 12.44 0.99 7.34 -6.84 28.81 22.17 -59.80 34.85 -6.01 }
{1854 71652 85 83 91 86 99 86 91 84 98 98 94 98 85 83 91 86 99 86 91 84 98 98 94 98 -4.74 0.77 -1.50 1.33 3.32 -1.34 28.81 21.72 -56.23 31.73 -6.63 }
{1859 71820 89 80 99 97 95 99 99 82 89 92 92 86 89 80 99 97 95 99 99 82 89 92 92 86 117.76 -3.95 26.44 2.01 0.08 7.49 28.72 21.29 -50.01 29.03 -5.68 }
{1864 71976 91 84 93 84 96 86 87 84 84 94 87 99 91 84 93 84 96 86 87 84 84 94 87 99 -35.93 -47.95 -42.67 1.81 4.04 -5.00 28.81 21.32 -44.10 26.53 -4.96 }
{1869 72137 95 94 86 91 80 90 88 80 93 97 91 89 95 94 86 91 80 90 88 80 93 97 91 89 19.04 30.28 2.96 0.57 3.59 -3.81 28.72 21.38 -41.24 30.74 -6.27 }
{1874 72295 91 81 81 99 86 91 88 87 89 84 90 92 94 80 92 91 91 99 88 86 93 87 94 91 2.28 -13.00 23.74 1.61 1.90 -1.80 28.81 21.56 -46.09 27.20 -6.12 }
{1879 72453 98 85 85 85 97 82 93 94 88 98 95 80 98 85 85 85 97 82 93 94 88 98 95 80 -2.87 -15.57 -8.44 0.40 1.79 -1.66 28.86 22.03 -50.79 23.86 -6.91 }
{1884 72612 84 80 82 89 82 93 84 96 92 93 94 97 84 80 82 89 82 93 84 96 92 93 94 97 23.59 14.49 -21.19 0.51 4.37 -0.33 28.81 22.12 -48.18 21.55 -6.91 }
{1888 72761 93 94 83 84 86 90 94 95 82 83 86 88 93 94 83 84 86 90 94 95 82 83 86 88 18.55 12.56 10.90 -0.10 2.52 -0.99 28.86 21.63 -44.28 27.13 -5.32 }
{1893 72930 86 90 90 80 90 90 89 92 87 98 86 82 86 90 90 80 90 90 89 92 87 98 86 82 -68.24 -32.36 -46.08 1.70 3.04 -2.59 28.81 21.83 -42.68 22.96 -8.19 }
{1898 73092 97 84 88 95 82 87 99 96 99 80 92 80 97 84 88 95 82 87 99 96 99 80 92 80 -5.23 16.86 52.12 -0.72 3.93 0.15 28.77 22.26 -39.93 20.63 -6.99 }
{1903 73249 86 85 84 92 85 82 83 92 82 97 80 88 90 95 84 88 94 94 85 99 83 98 86 82 -44.81 -89.41 -6.01 -0.03 5.27 2.94 28.81 22.14 -38.24 16.82 -6.34 }
{1908 73409 98 93 83 96 89 91 80 93 99 94 80 84 98 93 83 96 89 91 80 93 99 94 80 84 -15.60 46.25 5.56 2.58 2.75 -5.25 28.81 21.87 -42.15 23.37 -7.40 }
{1912 73558 96 81 80 81 94 83 87 87 85 95 93 80 96 81 80 81 94 83 87 87 85 95 93 80 -11.75 0.75 13.39 1.31 6.38 -0.66 28.77 22.46 -42.69 20.26 -7.22 }
{1917 73725 88 90 89 81 90 94 95 88 80 86 91 91 88 90 89 81 90 94 95 88 80 86 91 91 17.88 27.56 22.92 4.07 3.54 -0.99 28.77 22.77 -38.33 25.74 -7.01 }
{1922 73884 85 90 80 82 82 85 99 87 98 88 86 98 85 90 80 82 82 85 99 87 98 88 86 98 -57.98 29.12 19.13 1.34 5.07 -8.68 28.77 21.54 -36.10 31.08 -6.20 }
{1927 74043 91 85 87 80 82 82 96 90 93 98 94 98 91 85 87 80 82 82 96 90 93 98 94 98 -5.26 -19.06 18.61 2.00 2.79 -0.19 28.77 21.54 -34.17 27.52 -7.10 }
{1931 74190 86 87 88 99 91 93 87 97 85 90 84 88 86 87 88 99 91 93 87 97 85 90 84 88 9.70 -3.96 -30.26 2.78 1.22 -0.46 28.67 21.99 -33.10 32.01 -7.75 }
{1935 74348 90 87 93 92 99 82 92 95 99 89 87 81 90 97 81 86 91 86 93 81 87 93 90 99 -8.93 -0.35 11.60 1.18 3.66 -3.16 28.77 21.74 -30.95 28.78 -5.81 }
{1940 74518 96 85 94 83 88 92 98 84 89 81 86 85 96 85 94 83 88 92 98 84 89 81 86 85 40.05 38.81 -2.01 1.64 0.08 -1.31 28.86 21.70 -35.89 25.14 -5.49 }
{1945 74677 99 84 96 89 87 99 93 90 93 88 96 98 99 84 96 89 87 99 93 90 93 88 96 98 16.97 -1.64 -16.99 2.35 3.17 -0.11 28.81 21.74 -33.26 23.12 -5.32 }
{1950 74835 85 83 82 87 83 83 82 96 94 91 97 97 97 94 86 95 91 98 80 80 88 88 83 83 -10.12 -20.16 -23.63 1.63 3.73 -1.45 28.81 21.76 -31.68 20.59 -4.99 }
{1955 74997 97 83 82 92 92 97 80 88 93 89 95 88 97 83 82 92 92 97 80 88 93 89 95 88 -19.64 5.43 6.06 1.87 2.55 1.52 28.67 23.89 -31.35 19.05 -5.41 }
{1959 75143 89 98 80 83 99 87 80 85 94 97 96 94 89 98 80 83 99 87 80 85 94 97 96 94 -22.24 -8.10 5.15 -0.37 3.89 -3.79 28.72 22.26 -29.91 24.53 -4.60 }
{1964 75312 92 98 80 94 87 95 86 93 82 86 83 91 92 98 80 94 87 95 86 93 82 86 83 91 34.49 12.74 14.09 1.19 3.95 0.79 28.86 21.88 -28.19 23.28 -6.50 }
{1968 75459 88 94 80 93 86 81 93 80 95 96 83 92 88 94 80 93 86 81 93 80 95 96 83 92 -2.58 -4.04 -19.76 -0.43 3.31 -1.60 28.81 21.92 -25.63 28.80 -5.79 }
{1973 75629 99 84 99 92 99 93 93 90 87 87 89 96 99 84 99 92 99 93 93 90 87 87 89 96 43.18 12.59 24.00 3.17 0.65 -0.33 28.77 21.92 -27.58 26.36 -4.31 }
{1978 75787 80 89 82 89 97 96 90 90 99 91 85 95 80 89 82 89 97 96 90 90 99 91 85 95 1.84 25.78 -42.17 3.10 3.01 -3.83 28.77 21.68 -25.36 24.71 -4.27 }
{1983 75945 87 95 89 83 83 85 89 82 82 97 91 95 87 95 89 83 83 85 89 82 82 97 91 95 -40.50 -99.41 25.47 0.88 2.97 0.31 28.86 21.36 -30.14 27.73 -3.53 }
{1987 76092 98 82 84 84 89 85 83 97 87 96 80 92 99 90 89 98 83 81 86 99 82 96 98 94 10.69 -1.78 -8.08 1.78 2.42 -1.46 28.72 20.91 -28.24 25.22 -3.62 }
{1992 76262 89 92 89 91 85 99 85 84 85 95 94 94 92 85 86 93 91 81 97 94 93 81 91 85 31.85 30.57 -3.85 1.34 -0.97 -0.81 28.81 22.72 -27.10 23.75 -2.15 }
{1997 76422 97 98 99 98 87 85 95 94 89 80 89 92 97 98 99 98 87 85 95 94 89 80 89 92 40.11 14.86 33.45 1.74 3.40 -2.26 28.86 22.12 -43.11 22.13 -1.26 }
{2001 76570 88 89 89 89 86 80 99 90 82 93 90 95 88 89 89 89 86 80 99 90 82 93 90 95 26.11 -2.91 -5.27 1.52 2.52 -1.35 28.77 22.52 -40.00 20.51 -1.12 }
{2006 76738 92 95 95 90 84 87 92 99 93 96 97 95 92 95 95 90 84 87 92 99 93 96 97 95 35.09 36.75 -25.42 3.45 1.46 1.05 28.86 22.59 -43.40 19.62 -1.83 }
{2011 76896 84 93 98 96 81 96 89 84 86 98 80 80 84 93 98 96 81 96 89 84 86 98 80 80 28.25 4.14 -23.71 0.89 1.85 -0.17 28.86 22.79 -40.03 17.70 -0.53 }
{2015 77044 81 95 95 83 93 99 93 91 84 98 97 95 81 95 95 83 93 99 93 91 84 98 97 95 1.93 0.27 23.19 1.27 4.35 -2.05 28.86 21.27 -37.37 23.38 -1.19 }
{2020 77210 83 81 91 81 82 94 95 96 89 87 95 86 83 81 91 81 82 94 95 96 89 87 95 86 33.33 25.33 -28.47 0.85 2.75 -1.68 28.86 21.45 -40.67 21.78 -2.42 }
{2025 77369 80 85 98 88 84 90 81 89 91 98 93 94 80 85 98 88 84 90 81 89 91 98 93 94 -35.14 -22.90 -0.40 0.75 3.01 -0.39 28.81 21.03 -38.57 19.10 -2.66 }
{2029 77519 86 88 82 80 93 95 85 83 88 91 82 94 86 88 82 80 93 95 85 83 88 91 82 94 12.87 10.36 5.13 2.13 2.73 -1.82 28.86 20.63 -34.80 18.30 -1.74 }
{2034 77686 85 81 81 80 86 95 99 81 82 92 99 91 85 81 81 80 86 95 99 81 82 92 99 91 0.84 -4.10 28.05 0.93 4.05 -1.12 28.86 21.11 -33.37 29.68 -0.95 }
{2038 77833 97 82 86 83 95 83 95 81 86 83 87 95 97 82 86 83 95 83 95 81 86 83 87 95 8.37 13.10 -4.44 3.48 1.31 -0.83 28.81 20.87 -31.15 27.94 -1.38 }
{2043 78000 88 87 90 84 87 99 94 82 87 96 85 81 88 87 90 84 87 99 94 82 87 96 85 81 29.91 -0.77 -39.43 1.39 2.61 1.07 28.77 21.74 -28.21 25.26 -1.86 }
{2047 78146 94 81 96 90 99 84 85 86 90 98 85 87 97 92 92 88 94 93 96 94 93 88 83 91 -3.08 -10.90 -5.85 1.51 1.97 -2.60 28.72 20.38 -33.43 22.98 -1.69 }
{2052 78317 83 99 97 95 82 89 89 98 88 94 83 81 83 99 97 95 82 89 89 98 88 94 83 81 9.10 -16.35 -40.79 -0.28 3.92 -2.62 28.81 20.80 -31.40 21.17 -1.70 }
{2057 78478 92 80 98 83 92 84 81 81 96 97 91 95 92 80 98 83 92 84 81 81 96 97 91 95 -38.33 9.10 16.35 1.72 3.14 -7.39 28.81 20.85 -30.88 18.64 -2.22 }
{2062 78636 82 83 81 87 94 93 90 89 85 81 85 84 81 84 84 80 90 86 89 81 88 92 98 85 36.98 7.46 -14.49 3.90 4.71 2.07 28.81 21.88 -28.93 16.65 -2.77 }
{2066 78783 90 99 82 84 93 97 88 93 94 93 85 81 92 89 97 91 99 93 97 92 94 81 83 94 10.32 -3.40 8.95 1.15 2.45 1.39 28.81 20.96 -26.84 16.36 -0.74 }
{2071 78949 92 86 87 90 92 91 81 82 93 86 83 83 92 86 87 90 92 91 81 82 93 86 83 83 31.50 -14.71 -57.51 1.93 -0.52 -1.44 28.81 20.78 -31.73 14.62 -0.80 }
{2076 79110 99 82 89 90 94 81 85 97 95 98 97 92 99 82 89 90 94 81 85 97 95 98 97 92 -43.48 -11.03 30.31 -0.16 5.87 -3.33 28.86 20.80 -30.25 13.32 0.51 }
{2081 79270 84 81 93 80 94 94 86 99 88 82 86 93 90 87 80 84 93 89 85 82 89 97 86 94 50.16 36.91 -11.04 3.32 2.36 -2.12 28.81 22.88 -28.35 12.76 0.21 }
{2086 79428 97 91 99 97 87 99 90 89 90 88 86 84 97 91 99 97 87 99 90 89 90 88 86 84 44.65 33.15 -22.88 3.45 -0.38 -1.02 28.81 22.46 -37.14 12.42 1.87 }
{2090 79578 91 85 83 87 98 99 97 96 82 91 87 93 91 85 83 87 98 99 97 96 82 91 87 93 -8.70 -21.44 -2.11 -0.54 4.12 -2.17 28.81 20.89 -35.89 10.99 1.46 }
{2095 79747 92 94 80 81 92 85 92 82 84 80 88 92 92 94 80 81 92 85 92 82 84 80 88 92 3.65 -0.21 -6.47 0.84 2.25 -1.72 28.77 20.35 -38.95 11.04 2.06 }
{2100 79902 85 97 80 92 86 98 89 87 98 89 96 90 80 81 98 83 91 82 88 87 82 98 98 95 21.01 47.18 -44.99 2.06 2.32 -0.76 28.77 20.92 -35.34 11.16 1.25 }
{2105 80060 87 85 90 80 96 89 95 82 98 84 97 89 87 85 90 80 96 89 95 82 98 84 97 89 32.77 60.23 11.63 3.52 -0.44 -3.08 28.86 21.45 -39.97 10.76 2.63 }
{2110 80219 92 90 91 82 81 92 94 85 84 80 94 94 92 90 91 82 81 92 94 85 84 80 94 94 33.01 -31.92 25.30 0.42 2.74 1.04 28.72 21.83 -37.03 23.21 3.37 }
{2115 80375 94 91 85 83 89 80 97 92 85 99 89 98 94 91 85 83 89 80 97 92 85 99 89 98 -47.45 -14.38 20.99 -0.15 2.99 -4.43 28.86 21.65 -34.58 34.86 4.97 }
{2120 80535 83 95 87 89 89 99 95 81 84 88 91 85 83 95 87 89 89 99 95 81 84 88 91 85 21.00 9.84 -61.34 3.25 1.46 3.15 28.81 22.14 -39.79 31.42 2.71 }
{2125 80692 85 91 86 88 96 88 99 84 82 89 80 93 85 91 86 88 96 88 99 84 82 89 80 93 -35.45 -32.85 37.10 0.18 3.38 -7.06 28.81 20.91 -37.00 34.75 3.87 }
{2129 80839 93 98 89 82 93 92 82 80 82 93 80 80 86 96 88 85 97 85 90 85 95 88 84 97 14.65 -1.12 -7.45 1.38 1.45 -1.48 28.77 20.92 -42.16 31.71 2.90 }
{2134 81010 89 93 95 93 94 94 81 99 97 96 84 89 89 93 95 93 94 94 81 99 97 96 84 89 17.84 22.51 -29.54 2.10 1.45 -2.19 28.77 21.18 -39.71 28.83 3.86 }
{2139 81166 87 91 80 93 92 85 85 84 82 90 98 80 87 91 80 93 92 85 85 84 82 90 98 80 -42.01 -87.95 12.32 1.28 2.73 -1.31 28.81 22.01 -38.38 44.79 2.89 }
{2143 81313 92 88 94 90 95 84 92 80 81 92 90 92 92 88 94 90 95 84 92 80 81 92 90 92 -5.14 -5.09 31.70 -0.42 5.09 -0.87 28.81 21.88 -35.98 47.99 4.13 }
{2148 81483 96 98 94 91 87 89 83 97 84 91 88 98 96 98 94 91 87 89 83 97 84 91 88 98 23.21 9.67 -8.84 3.17 2.77 -1.92 28.86 22.19 -32.84 43.57 3.79 }
{2153 81639 96 93 97 92 86 85 95 87 93 82 90 94 96 93 97 92 86 85 95 87 93 82 90 94 -5.14 21.93 38.66 0.37 4.72 -2.98 28.81 21.97 -30.14 39.96 5.14 }
{2158 81796 86 96 91 92 96 85 94 82 80 88 86 94 99 95 82 89 81 96 84 81 96 93 89 95 -17.45 -26.51 -6.44 -0.14 4.01 -3.20 28.81 21.81 -30.27 42.14 4.48 }
{2163 81956 91 83 93 80 93 89 98 84 95 80 84 96 82 89 89 92 84 81 91 95 99 97 82 84 -39.69 -16.38 27.01 -0.68 2.55 -3.02 28.91 21.05 -31.36 50.76 3.52 }
{2167 82107 93 80 82 83 89 82 80 80 97 80 85 99 93 80 82 83 89 82 80 80 97 80 85 99 12.43 3.23 0.78 0.41 2.39 -0.65 28.81 22.17 -27.82 62.37 -1.15 }
{2172 82273 91 89 85 86 95 85 99 92 94 93 99 86 91 89 85 86 95 85 99 92 94 93 99 86 -27.28 -29.46 14.14 3.08 4.35 0.03 28.81 22.06 -26.06 63.26 -1.42 }
{2177 82432 87 94 88 94 82 87 86 97 91 84 93 84 87 94 88 94 82 87 86 97 91 84 93 84 34.36 17.75 -40.90 3.94 1.66 0.07 28.77 22.37 -23.36 57.93 -1.24 }
{2182 82590 97 94 93 92 97 81 94 82 85 87 86 87 99 85 83 87 83 90 82 85 87 97 94 94 -35.43 -22.01 51.82 0.29 2.34 -1.70 28.77 22.12 -22.68 73.25 1.18 }
{2186 82739 99 82 91 87 99 89 99 84 96 86 99 83 99 82 91 87 99 89 99 84 96 86 99 83 -13.45 31.64 24.96 3.33 4.83 -0.21 28.72 21.81 -24.31 68.53 3.07 }
{2191 82907 92 99 96 98 92 96 96 82 86 84 98 97 87 89 87 92 93 96 88 93 86 98 96 92 52.43 -23.05 16.81 0.59 5.30 3.50 28.81 22.37 -23.19 62.15 3.35 }
{2196 83064 98 85 94 87 88 87 93 94 95 87 93 95 98 85 94 87 88 87 93 94 95 87 93 95 -43.63 -0.53 40.89 4.36 -0.03 -5.69 28.72 21.09 -26.74 70.07 6.95 }
{2201 83223 95 89 99 90 99 85 92 97 89 91 94 96 95 89 99 90 99 85 92 97 89 91 94 96 -22.61 -28.71 14.24 0.29 2.30 -4.38 28.95 21.83 -27.03 62.54 6.95 }
{2205 83373 86 97 81 95 96 82 82 90 84 91 87 99 86 97 81 95 96 82 82 90 84 91 87 99 29.96 3.36 -28.58 2.07 3.28 -1.21 28.91 21.65 -31.48 58.24 6.79 }
{2210 83540 93 83 99 87 80 84 92 83 99 93 96 96 82 84 96 87 88 83 97 95 84 88 81 83 47.85 42.16 -23.72 1.41 3.77 -1.56 28.81 21.63 -28.71 53.65 5.42 }
{2215 83697 98 94 82 99 96 98 83 94 83 99 92 90 98 94 82 99 96 98 83 94 83 99 92 90 17.30 9.39 6.44 0.74 0.85 1.96 28.77 21.58 -37.40 49.87 5.85 }
{2220 83852 92 93 88 99 81 93 87 87 99 86 91 96 92 93 88 99 81 93 87 87 99 86 91 96 14.02 84.81 23.66 0.59 6.19 -6.75 28.91 22.66 -36.82 45.82 5.13 }
{2225 84008 97 94 97 94 83 84 99 94 89 92 85 82 97 94 97 94 83 84 99 94 89 92 85 82 -32.18 -35.20 -12.38 3.45 0.66 -1.04 28.86 21.70 -35.50 54.19 4.23 }
{2229 84159 85 96 82 99 81 81 88 82 99 89 94 86 85 96 82 99 81 81 88 82 99 89 94 86 20.86 12.57 -0.98 4.18 0.71 2.21 28.86 22.23 -33.20 50.11 3.98 }
{2234 84325 82 98 86 99 98 86 96 99 96 86 84 96 82 98 86 99 98 86 96 99 96 86 84 96 51.16 45.24 0.17 4.35 6.07 1.89 28.86 22.44 -30.67 45.88 5.28 }
{2239 84480 98 89 81 87 93 87 86 95 92 97 82 93 86 91 97 97 81 89 82 80 85 99 96 95 7.42 -20.70 -30.05 3.39 1.62 -2.62 28.77 20.91 -27.80 41.90 5.82 }
{2244 84637 91 85 94 81 81 90 94 95 84 97 98 98 91 85 94 81 81 90 94 95 84 97 98 98 12.77 -10.76 21.18 2.36 5.47 -1.54 28.77 22.63 -26.86 44.91 7.01 }
{2249 84796 96 99 83 97 84 85 96 96 83 84 81 85 99 99 93 87 94 81 83 99 98 95 92 98 20.42 24.13 -7.11 -0.21 1.24 0.48 28.81 21.81 -30.92 41.11 7.25 }
{2253 84941 87 95 94 96 83 94 82 95 94 83 94 90 94 80 93 97 86 92 98 94 96 80 97 98 1.42 -7.03 -34.53 2.21 2.14 -0.65 28.86 22.79 -29.30 39.09 8.03 }
{2258 85109 96 80 96 95 97 99 83 85 90 86 87 91 90 97 91 97 82 96 95 80 82 82 91 98 0.16 -28.31 -43.43 2.45 0.48 0.97 28.86 21.67 -45.98 35.60 7.65 }
{2263 85266 96 81 82 99 99 98 84 96 83 88 99 98 96 81 82 99 99 98 84 96 83 88 99 98 25.65 4.59 -71.10 4.42 -0.05 0.02 28.91 20.71 -72.24 33.73 10.30 }
{2268 85425 86 80 99 86 85 89 85 92 95 86 89 98 86 80 99 86 85 89 85 92 95 86 89 98 -59.49 -14.44 -40.24 2.36 4.24 -8.13 28.81 21.00 -67.14 30.89 10.92 }
{2273 85585 91 96 95 80 83 90 98 90 94 87 85 83 91 96 95 80 83 90 98 90 94 87 85 83 4.36 15.03 12.38 2.84 2.99 -2.83 28.81 20.83 -62.52 27.84 10.99 }
{2278 85743 92 91 99 88 99 87 88 82 83 80 96 95 92 91 99 88 99 87 88 82 83 80 96 95 -6.29 -24.44 25.15 0.21 1.17 0.32 28.81 21.20 -58.96 24.23 9.49 }
{2283 85900 91 84 83 92 99 86 88 87 84 92 84 88 91 84 83 92 99 86 88 87 84 92 84 88 -3.55 -11.84 -23.79 1.44 3.67 -3.32 28.81 21.03 -59.09 29.31 9.99 }
{2287 86049 82 90 80 81 83 82 90 96 91 96 85 94 82 90 80 81 83 82 90 96 91 96 85 94 6.63 4.92 10.84 0.71 3.69 -1.01 28.81 20.53 -56.10 26.35 9.49 }
{2292 86214 80 80 90 92 89 97 97 96 92 82 81 92 80 80 90 92 89 97 97 96 92 82 81 92 59.38 35.90 -9.39 2.54 2.61 -0.31 28.72 20.91 -50.77 24.50 9.47 }
{2297 86371 81 84 95 88 94 94 93 98 87 96 85 80 81 84 95 88 94 94 93 98 87 96 85 80 -5.48 -15.17 -29.65 2.99 0.52 1.19 28.86 20.02 -60.38 22.34 9.05 }
{2302 86529 81 89 91 86 97 82 92 81 86 92 81 90 81 89 91 86 97 82 92 81 86 92 81 90 -58.53 -43.64 49.85 0.32 5.19 -3.30 28.86 20.35 -58.10 39.21 8.73 }
{2307 86688 86 90 99 86 83 92 98 86 85 96 96 90 86 90 99 86 83 92 98 86 85 96 96 90 39.68 25.87 4.11 2.44 0.80 2.55 28.91 20.67 -52.75 36.23 9.22 }
{2311 86833 97 88 85 95 90 85 90 80 92 99 83 89 97 88 85 95 90 85 90 80 92 99 83 89 -9.51 -5.34 -13.11 2.42 2.64 -2.27 28.77 20.24 -49.75 33.22 9.19 }
{2315 86991 91 80 88 85 99 92 88 91 92 94 94 84 91 80 88 85 99 92 88 91 92 94 94 84 -17.97 -6.64 -4.43 2.18 1.57 1.62 28.77 20.63 -49.99 29.27 9.04 }
{2320 87158 86 85 94 98 80 80 94 91 99 87 87 97 86 85 94 98 80 80 94 91 99 87 87 97 -18.00 33.20 40.66 1.41 6.13 -2.32 28.77 21.63 -46.98 33.14 11.29 }
{2325 87317 97 99 94 85 84 85 96 89 93 88 83 98 97 99 94 85 84 85 96 89 93 88 83 98 21.21 -0.19 14.32 1.81 2.98 -1.41 28.81 20.92 -43.11 30.33 11.15 }
{2330 87476 91 99 83 80 80 93 85 96 91 89 87 85 91 99 83 80 80 93 85 96 91 89 87 85 44.80 4.74 -98.46 6.08 0.17 0.01 28.77 21.54 -39.43 27.95 10.05 }
{2335 87632 93 87 92 81 90 99 97 88 85 97 84 86 93 87 92 81 90 99 97 88 85 97 84 86 -8.26 -39.64 27.74 1.71 4.29 0.09 28.86 20.62 -36.45 38.40 11.59 }
{2340 87790 80 85 85 90 92 83 86 88 98 99 97 87 80 85 85 90 92 83 86 88 98 99 97 87 -13.87 9.82 -66.37 0.53 2.36 -2.75 28.72 21.20 -33.93 35.45 9.85 }
{2344 87939 95 95 80 94 91 92 86 97 94 81 91 80 95 95 80 94 91 92 86 97 94 81 91 80 57.70 31.76 -7.63 3.15 1.84 0.70 28.86 20.22 -30.61 33.66 10.47 }
{2349 88105 83 82 92 84 80 82 85 96 90 88 85 91 83 82 92 84 80 82 85 96 90 88 85 91 -74.26 -54.07 -7.95 0.93 5.49 -4.53 28.86 20.53 -30.47 36.74 12.93 }
{2354 88267 85 98 82 85 80 82 89 98 97 87 95 81 85 98 82 85 80 82 89 98 97 87 95 81 8.68 5.38 37.13 -2.04 1.58 -4.11 28.86 21.21 -28.16 40.35 12.91 }
{2359 88423 93 84 92 89 95 82 94 90 89 94 82 90 93 84 92 89 95 82 94 90 89 94 82 90 -49.22 -36.50 69.54 0.35 3.32 -2.03 28.72 21.58 -28.06 42.62 13.84 }
{2363 88571 81 90 89 95 89 89 99 87 97 92 88 84 86 87 89 89 97 87 87 99 87 80 86 98 38.65 12.98 2.46 1.21 3.88 0.97 28.86 21.81 -26.29 39.74 13.81 }
